Distribution of hits for query "([pos="CARD"][lemma=".*schüler|.*schülerin|Knabe|Mädchen|Tochter|Kind|Schüler|Schülerin|Bube"])|([lemma=".*schüler|.*schülerin|Knabe|Mädchen|Tochter|- Kind|Schüler|Schülerin|Bube"][pos= "CARD"])" returned 7,985 matches in 1,874 different texts
__________________

Text	No. words in text	No. hits in text	Freq. per million words
bsf_001_1864_004_315_320_e191	1898	2	1053.74
bsf_001_1864_004_345_350_e214	1830	2	1092.9
bsf_001_1864_004_365_366_e222	572	2	3496.5
bsf_001_1864_004_382_383_e232	685	2	2919.71
bsf_001_1864_004_84_89_e56	1929	1	518.4
bsf_001_1864_004_89_92_e57	1004	2	1992.03
bsf_001_1865_005_102_107_e59	2310	1	432.9
bsf_001_1865_005_110_113_e61	1256	1	796.18
bsf_001_1865_005_118_122_e67	1463	1	683.53
bsf_001_1865_005_122_123_e68	274	1	3649.64
bsf_001_1865_005_124_128_e70	1454	2	1375.52
bsf_001_1865_005_133_137_e77	1869	1	535.05
bsf_001_1865_005_162_167_e94	2332	1	428.82
bsf_001_1865_005_226_231_e129	1682	1	594.53
bsf_001_1865_005_22_29_e17	2887	1	346.38
bsf_001_1865_005_242_243_e136	536	2	3731.34
bsf_001_1865_005_243_247_e137	1525	1	655.74
bsf_001_1865_005_271_273_e151	626	2	3194.89
bsf_001_1865_005_290_295_e166	2206	1	453.31
bsf_001_1865_005_305_305_e172	180	1	5555.56
bsf_001_1865_005_58_64_e35	1860	2	1075.27
bsf_001_1865_005_66_70_e41	1599	1	625.39
bsf_001_1865_005_76_78_e44	668	1	1497.01
bsf_001_1865_005_86_91_e52	1659	1	602.77
bsf_001_1866_006_105_111_e60	2186	15	6861.85
bsf_001_1866_006_10_16_e9	2724	1	367.11
bsf_001_1866_006_120_123_e66	1437	2	1391.79
bsf_001_1866_006_169_171_e87	546	1	1831.5
bsf_001_1866_006_17_25_e13	3028	1	330.25
bsf_001_1866_006_205_208_e106	1740	1	574.71
bsf_001_1866_006_221_224_e115	1590	2	1257.86
bsf_001_1866_006_225_229_e120	1466	1	682.13
bsf_001_1866_006_235_240_e123	1728	1	578.7
bsf_001_1866_006_264_266_e139	835	1	1197.6
bsf_001_1866_006_281_287_e148	2087	2	958.31
bsf_001_1866_006_28_31_e16	1009	8	7928.64
bsf_001_1866_006_317_320_e165	1447	6	4146.51
bsf_001_1866_006_344_349_e180	1955	1	511.51
bsf_001_1866_006_49_52_e30	1360	1	735.29
bsf_001_1866_006_79_80_e44	673	2	2971.77
bsf_001_1866_006_89_94_e51	1651	4	2422.77
bsf_001_1867_007_139_144_e76	1411	1	708.72
bsf_001_1867_007_193_193_e112	645	3	4651.16
bsf_001_1867_007_305_312_e177	3347	8	2390.2
bsf_001_1867_007_327_328_e187	891	1	1122.33
bsf_001_1867_007_335_335_e190	638	1	1567.4
bso_001_1858_001_133_136_e36	4944	1	202.27
bso_001_1858_001_141_144_e38	4645	6	1291.71
bso_001_1858_001_145_150_e39	7396	1	135.21
bso_001_1858_001_175_178_e46	4800	1	208.33
bso_001_1858_001_17_20_e7	4662	3	643.5
bso_001_1858_001_195_198_e51	4937	2	405.1
bso_001_1858_001_1_4_e3	4339	1	230.47
bso_001_1858_001_203_206_e53	4623	1	216.31
bso_001_1858_001_29_32_e10	4857	1	205.89
bso_001_1858_001_57_60_e17	4634	6	1294.78
bso_001_1858_001_5_8_e4	4455	2	448.93
bso_001_1858_001_69_72_e20	4688	3	639.93
bso_001_1858_001_77_80_e22	5112	1	195.62
bso_001_1858_001_89_92_e25	4849	2	412.46
bso_001_1859_002_101_104_e28	4737	5	1055.52
bso_001_1859_002_105_108_e29	4979	2	401.69
bso_001_1859_002_13_16_e6	4790	4	835.07
bso_001_1859_002_165_168_e44	4824	1	207.3
bso_001_1859_002_1_4_e3	5271	3	569.15
bso_001_1859_002_33_36_e11	5076	2	394.01
bso_001_1860_003_101_104_e28	4952	1	201.94
bso_001_1860_003_177_180_e47	4724	2	423.37
bso_001_1860_003_17_20_e7	4885	1	204.71
bso_001_1860_003_181_184_e48	4529	1	220.8
bso_001_1860_003_193_196_e51	4643	3	646.13
bso_001_1860_003_197_200_e52	4736	1	211.15
bso_001_1860_003_1_4_e3	4621	1	216.4
bso_001_1860_003_201_204_e53	4415	1	226.5
bso_001_1860_003_205_208_e54	3295	1	303.49
bso_001_1860_003_21_24_e8	4890	2	409
bso_001_1860_003_49_52_e15	4643	1	215.38
bso_001_1860_003_5_8_e4	4832	1	206.95
bso_001_1860_003_61_64_e18	4503	2	444.15
bso_001_1860_003_65_68_e19	4710	3	636.94
bso_001_1860_003_85_88_e24	5032	1	198.73
bso_001_1860_003_89_92_e25	5056	3	593.35
bso_001_1861_004_101_104_e28	4374	4	914.49
bso_001_1861_004_105_108_e29	4546	1	219.97
bso_001_1861_004_117_120_e32	4515	2	442.97
bso_001_1861_004_13_16_e6	4319	1	231.54
bso_001_1861_004_145_148_e39	4389	1	227.84
bso_001_1861_004_149_152_e40	4279	1	233.7
bso_001_1861_004_153_156_e41	4257	1	234.91
bso_001_1861_004_161_164_e43	4765	1	209.86
bso_001_1861_004_165_168_e44	3892	2	513.87
bso_001_1861_004_177_180_e47	4263	2	469.15
bso_001_1861_004_17_20_e7	4254	1	235.07
bso_001_1861_004_197_200_e52	3890	2	514.14
bso_001_1861_004_201_204_e53	3909	1	255.82
bso_001_1861_004_205_208_e54	4354	2	459.35
bso_001_1861_004_21_24_e8	4430	1	225.73
bso_001_1861_004_73_76_e21	3756	4	1064.96
bso_001_1861_004_77_80_e22	4240	1	235.85
bso_001_1861_004_9_12_e5	4255	1	235.02
bso_001_1862_005_111_114_e31	3976	2	503.02
bso_001_1862_005_119_122_e33	4317	1	231.64
bso_001_1862_005_143_146_e39	4102	10	2437.84
bso_001_1862_005_155_158_e42	3547	1	281.93
bso_001_1862_005_163_166_e44	4047	1	247.1
bso_001_1862_005_171_174_e46	4501	3	666.52
bso_001_1862_005_183_186_e49	4375	1	228.57
bso_001_1862_005_21_24_e8	4352	1	229.78
bso_001_1862_005_29_32_e10	4344	2	460.41
bso_001_1862_005_33_36_e11	4521	1	221.19
bso_001_1862_005_45_48_e14	4261	1	234.69
bso_001_1862_005_53_56_e16	4109	1	243.37
bso_001_1862_005_61_64_e18	4156	5	1203.08
bso_001_1862_005_93_96_e26	3873	1	258.2
bso_001_1863_006_109_112_e30	4208	1	237.64
bso_001_1863_006_117_120_e32	3920	1	255.1
bso_001_1863_006_125_128_e34	4097	1	244.08
bso_001_1863_006_141_144_e38	4083	1	244.92
bso_001_1863_006_149_152_e40	3946	2	506.84
bso_001_1863_006_169_172_e45	3929	1	254.52
bso_001_1863_006_17_20_e7	4179	1	239.29
bso_001_1863_006_205_208_e54	4008	2	499
bso_001_1863_006_41_44_e13	4160	1	240.38
bso_001_1863_006_53_56_e16	4118	1	242.84
bso_001_1863_006_57_60_e17	4013	1	249.19
bso_001_1863_006_65_68_e19	4337	2	461.15
bso_001_1863_006_69_72_e20	4315	1	231.75
bso_001_1863_006_81_84_e23	4479	6	1339.58
bso_001_1863_006_85_88_e24	4363	1	229.2
bso_001_1863_006_93_96_e26	4047	1	247.1
bso_001_1864_007_121_124_e33	4317	2	463.28
bso_001_1864_007_129_132_e35	4114	1	243.07
bso_001_1864_007_137_140_e37	3985	5	1254.71
bso_001_1864_007_13_16_e6	3988	2	501.5
bso_001_1864_007_145_148_e39	4362	2	458.51
bso_001_1864_007_153_156_e41	4186	2	477.78
bso_001_1864_007_209_212_e56	4464	1	224.01
bso_001_1864_007_25_28_e9	4417	1	226.4
bso_001_1864_007_37_40_e12	4264	1	234.52
bso_001_1864_007_5_8_e4	3806	15	3941.15
bso_001_1864_007_73_76_e21	4259	4	939.19
bso_001_1864_007_81_84_e23	4322	2	462.75
bso_001_1864_007_9_12_e5	4323	2	462.64
bso_001_1865_008_13_16_e6	4074	1	245.46
bso_001_1865_008_141_144_e38	4250	1	235.29
bso_001_1865_008_153_156_e41	4194	2	476.87
bso_001_1865_008_187_190_e50	4257	1	234.91
bso_001_1865_008_199_202_e53	4168	6	1439.54
bso_001_1865_008_1_4_e3	3763	5	1328.73
bso_001_1865_008_21_24_e8	3245	1	308.17
bso_001_1865_008_69_72_e20	4382	1	228.21
bso_001_1865_008_9_12_e5	4125	1	242.42
bso_001_1866_009_103_106_e28	4185	1	238.95
bso_001_1866_009_107_110_e29	4193	1	238.49
bso_001_1866_009_111_116_e30	6160	1	162.34
bso_001_1866_009_13_16_e6	3459	1	289.1
bso_001_1866_009_151_154_e40	3934	2	508.39
bso_001_1866_009_163_166_e43	4219	2	474.05
bso_001_1866_009_173_176_e46	4328	3	693.16
bso_001_1866_009_17_20_e7	4383	1	228.15
bso_001_1866_009_197_200_e52	4453	1	224.57
bso_001_1866_009_205_208_e54	4295	1	232.83
bso_001_1866_009_21_24_e8	4107	1	243.49
bso_001_1866_009_37_40_e12	4440	1	225.23
bso_001_1866_009_49_54_e15	6237	2	320.67
bso_001_1866_009_59_62_e17	4886	1	204.67
bso_001_1866_009_63_66_e18	4118	1	242.84
bso_001_1866_009_83_86_e23	4427	3	677.66
bso_001_1866_009_87_90_e24	4412	1	226.65
bso_001_1867_010_105_108_e29	4107	1	243.49
bso_001_1867_010_113_116_e31	4247	1	235.46
bso_001_1867_010_117_120_e32	4097	1	244.08
bso_001_1867_010_137_140_e37	3839	1	260.48
bso_001_1867_010_17_20_e7	4400	2	454.55
bso_001_1867_010_41_44_e13	4243	1	235.68
bso_001_1867_010_65_68_e19	4231	4	945.4
bso_001_1867_010_69_72_e20	4223	3	710.4
bso_001_1867_010_73_76_e21	4062	3	738.55
bso_001_1867_010_77_80_e22	3985	4	1003.76
bso_001_1867_010_81_84_e23	4340	1	230.41
bso_002_1868_001_103_106_e27	3715	5	1345.9
bso_002_1868_001_117_120_e30	4287	2	466.53
bso_002_1868_001_125_128_e32	4615	2	433.37
bso_002_1868_001_141_144_e36	4053	1	246.73
bso_002_1868_001_165_168_e42	4029	1	248.2
bso_002_1868_001_173_176_e44	3795	2	527.01
bso_002_1868_001_193_196_e49	4155	3	722.02
bso_002_1868_001_213_216_e54	4502	1	222.12
bso_002_1868_001_21_24_e8	3928	3	763.75
bso_002_1868_001_29_32_e10	4410	1	226.76
bso_002_1868_001_33_36_e11	3334	1	299.94
bso_002_1868_001_37_40_e12	4055	2	493.22
bso_002_1868_001_47_50_e14	4139	1	241.6
bso_002_1868_001_55_58_e16	4135	5	1209.19
bso_002_1868_001_59_62_e17	4466	2	447.83
bso_002_1868_001_71_74_e20	4189	1	238.72
bso_002_1868_001_93_96_e25	4171	1	239.75
bso_002_1868_001_97_102_e26	6621	1	151.03
bso_002_1869_002_101_104_e28	4322	1	231.37
bso_002_1869_002_117_120_e32	4405	1	227.01
bso_002_1869_002_121_124_e33	4310	2	464.04
bso_002_1869_002_125_128_e34	4046	1	247.16
bso_002_1869_002_133_136_e36	4262	1	234.63
bso_002_1869_002_149_152_e40	4144	1	241.31
bso_002_1869_002_161_164_e43	4186	2	477.78
bso_002_1869_002_169_172_e45	4595	4	870.51
bso_002_1869_002_185_188_e49	4304	2	464.68
bso_002_1869_002_197_200_e52	4472	1	223.61
bso_002_1869_002_1_4_e3	4551	3	659.2
bso_002_1869_002_201_204_e53	4046	1	247.16
bso_002_1869_002_33_36_e11	4131	1	242.07
bso_002_1869_002_41_44_e13	4248	1	235.4
bso_002_1869_002_45_48_e14	3948	2	506.59
bso_002_1869_002_49_52_e15	4346	2	460.19
bso_002_1869_002_57_60_e17	4143	6	1448.23
bso_002_1869_002_89_92_e25	4462	6	1344.69
bso_002_1869_002_93_96_e26	3852	2	519.21
bso_002_1869_002_97_100_e27	4144	2	482.63
bso_002_1870_003_101_104_e29	4384	1	228.1
bso_002_1870_003_117_120_e33	4054	2	493.34
bso_002_1870_003_121_124_e34	4473	2	447.13
bso_002_1870_003_157_160_e43	4213	1	237.36
bso_002_1870_003_161_164_e44	4479	1	223.26
bso_002_1870_003_165_168_e45	4441	2	450.35
bso_002_1870_003_177_182_e47	6620	2	302.11
bso_002_1870_003_183_186_e48	4865	1	205.55
bso_002_1870_003_199_202_e52	4356	1	229.57
bso_002_1870_003_21_24_e11	4146	1	241.2
bso_002_1870_003_29_32_e13	4086	2	489.48
bso_002_1870_003_33_36_e14	4254	1	235.07
bso_002_1870_003_37_40_e15	4377	2	456.93
bso_002_1870_003_45_48_e17	4402	2	454.34
bso_002_1870_003_5_8_e7	4441	7	1576.22
bso_002_1870_003_61_64_e21	4802	1	208.25
bso_002_1870_003_65_70_e22	6601	9	1363.43
bso_002_1870_003_77_80_e24	4745	4	842.99
bso_002_1870_003_81_88_e25	9543	12	1257.47
bso_002_1870_003_89_92_e26	4672	9	1926.37
bso_002_1870_003_93_96_e27	4299	1	232.61
bso_002_1870_003_97_100_e28	4290	3	699.3
btb_001_1853_002_199_330_e353	98355	4	40.67
btb_001_1853_002_38_95_e341	43156	2	46.34
btb_001_1854_003_179_237_e341	42615	1	23.47
btb_001_1855_004_121_168_e316	33403	1	29.94
btb_001_1856_005_142_165_e301	16740	1	59.74
btb_001_1857_006_202_226_e324	12774	1	78.28
btb_001_1857_006_281_307_e327	15163	1	65.95
btb_001_1857_006_85_128_e315	27695	1	36.11
btb_001_1858_007_169_223_e304	43398	1	23.04
btb_001_1858_007_270_285_e306	8644	1	115.69
btb_001_1858_007_81_137_e301	43371	1	23.06
btb_001_1859_008_10_51_e296	25930	1	38.57
btb_001_1859_008_134_201_e299	44567	1	22.44
btb_001_1859_008_267_290_e304	11434	1	87.46
btb_001_1860_009_147_174_e377	17645	1	56.67
btb_001_1860_009_208_354_e379	92951	3	32.28
btb_001_1860_009_85_146_e376	35582	5	140.52
btb_001_1862_011_245_270_e367	16674	1	59.97
btb_001_1863_012_301_344_e391	9482	1	105.46
btb_001_1864_013_382_425_e452	20531	2	97.41
btb_001_1865_014_171_218_e356	28120	2	71.12
btb_001_1865_014_219_221_e357	1157	2	1728.61
btb_001_1865_014_222_249_e358	15923	2	125.6
btb_001_1865_014_278_328_e360	23541	1	42.48
btb_001_1865_014_77_141_e352	38160	2	52.41
btb_001_1866_015_10_61_e498	29922	2	66.84
btb_001_1866_015_465_491_e535	12203	1	81.95
btb_001_1867_016_405_439_e480	22475	1	44.49
btb_001_1867_016_9_53_e446	25784	1	38.78
btb_001_1868_017_254_363_e433	67274	4	59.46
btb_001_1868_017_397_419_e435	16055	1	62.29
btb_001_1868_017_8_74_e426	38303	2	52.22
btb_001_1869_018_207_299_e399	56659	2	35.3
btb_001_1869_018_344_386_e402	31031	4	128.9
dns_002_1805_001_240_297_e638	16520	6	363.2
dns_002_1805_001_352_371_e656	5133	1	194.82
dns_002_1805_001_547_558_e690	3329	6	1802.34
dns_002_1806_002_142_156_e596	4369	3	686.66
dns_002_1806_002_156_161_e598	1485	1	673.4
dns_002_1806_002_172_192_e602	5802	3	517.06
dns_002_1806_002_287_318_e613	9588	1	104.3
dns_002_1806_002_365_382_e657	4775	4	837.7
dns_002_1806_002_449_461_e631	3667	3	818.11
dns_002_1807_003_166_174_e437	2469	2	810.04
dns_002_1807_003_271_288_e456	4989	1	200.44
dns_002_1807_003_296_305_e478	3153	1	317.16
dns_002_1807_003_33_55_e422	6699	4	597.1
dns_002_1807_003_93_98_e427	1427	3	2102.31
dns_002_1808_004_274_282_e449	2004	1	499
dns_002_1808_004_282_290_e452	2198	2	909.92
dns_002_1808_004_351_355_e461	811	1	1233.05
dns_002_1808_004_362_379_e470	4647	1	215.19
dns_002_1808_004_5_56_e409	13659	1	73.21
dns_002_1809_005_119_152_e429	9233	1	108.31
dns_002_1809_005_222_255_e447	9481	1	105.47
dns_002_1809_005_256_268_e448	3545	2	564.17
dns_002_1811_006_242_268_e447	7209	4	554.86
dns_002_1812_007_31_61_e446	8137	2	245.79
dns_002_1812_007_323_324_e479	389	1	2570.69
dsr_003_1800_001_105_114_e525	4898	1	204.16
dsr_003_1800_001_129_130_e570	1308	1	764.53
dsr_003_1800_001_161_164_e636	3088	1	323.83
dsr_003_1800_001_208_208_e696	1145	1	873.36
dsr_003_1800_001_77_84_e478	6196	1	161.39
dsr_003_1800_002_581_593_e1314	8935	1	111.92
dsr_003_1800_003_301_316_e940	11579	1	86.36
dsr_003_1800_003_501_502_e1183	2236	1	447.23
dsr_003_1800_003_573_576_e1270	2699	1	370.51
dsr_003_1800_003_616_618_e1325	2065	1	484.26
dsr_003_1801_004_737_739_e1715	2042	2	979.43
gdv_001_1833_003_15_305_e20	58045	1	17.23
gdv_001_1839_009_7_170_e183	30216	2	66.19
gdv_001_1841_011_9_154_e169	25890	1	38.62
gdv_001_1852_007_9_364_e13	33778	1	29.61
gdv_001_1856_011_7_167_e11	33911	2	58.98
gdv_001_1858_013_7_212_e11	30612	1	32.67
gdv_001_1860_015_8_237_e250	22736	3	131.95
gdv_001_1867_006_8_218_e12	40217	1	24.87
gdv_001_1868_007_7_193_e202	22480	1	44.48
sbo_001_1832_000_108_110_e558	833	3	3601.44
sbo_001_1832_000_156_161_e590	1510	1	662.25
sbo_001_1832_000_182_187_e606	1679	1	595.59
sbo_001_1832_000_214_221_e622	2498	1	400.32
sbo_001_1832_000_358_372_e712	5076	1	197.01
sbo_001_1832_000_50_53_e503	924	1	1082.25
sbo_001_1832_000_86_95_e551	3162	2	632.51
skb_001_1814_000_369_384_e725	5096	1	196.23
skb_001_1814_000_427_450_e727	7534	1	132.73
skb_001_1814_000_488_499_e731	3783	2	528.68
skb_001_1814_000_78_134_e720	19072	6	314.6
skb_001_1833_000_140_159_e417	4776	4	837.52
skb_001_1833_000_176_201_e423	7043	1	141.98
skb_001_1833_000_241_270_e433	7349	5	680.36
skb_001_1833_000_24_44_e394	4822	2	414.77
skb_001_1833_000_328_354_e438	6867	7	1019.37
skb_002_1838_000_14_69_e266	14033	15	1068.91
skb_002_1838_000_154_196_e271	11164	13	1164.46
skb_002_1838_000_69_106_e267	9245	6	649
skb_002_1839_000_183_230_e316	12952	8	617.67
skb_002_1839_000_21_86_e313	16978	13	765.7
skb_002_1840_000_151_194_e560	11196	6	535.91
skb_002_1840_000_19_80_e557	15798	19	1202.68
skb_002_1840_000_300_332_e564	8111	10	1232.89
skb_002_1840_000_407_444_e567	9597	14	1458.79
skb_002_1840_000_477_509_e569	6647	1	150.44
skb_002_1840_000_81_118_e558	9602	3	312.43
skb_002_1842_000_158_201_e311	11425	15	1312.91
skb_002_1842_000_229_276_e313	11464	1	87.23
skb_002_1842_000_29_70_e308	10805	9	832.95
skb_002_1843_000_147_184_e288	10261	22	2144.04
skb_002_1843_000_25_68_e285	11704	14	1196.17
skb_002_1844_000_147_186_e290	10933	20	1829.32
skb_002_1844_000_36_73_e287	10232	21	2052.38
skb_002_1844_000_74_117_e288	11875	3	252.63
skb_003_1849_000_17_126_e556	28698	5	174.23
skb_003_1849_000_320_394_e561	20246	39	1926.31
skb_004_1850_000_105_131_e200	9761	20	2048.97
skb_004_1850_000_18_49_e197	9834	7	711.82
skb_004_1850_000_50_76_e198	8885	1	112.55
skb_004_1851_000_158_191_e274	10142	20	1972
skb_004_1851_000_25_74_e271	13441	8	595.19
skb_004_1852_000_15_43_e324	8240	8	970.87
skb_004_1852_000_84_112_e326	7830	18	2298.85
skb_004_1853_000_154_176_e344	7545	18	2385.69
skb_004_1853_000_19_58_e337	10162	6	590.43
skb_004_1855_000_12_39_e388	8278	2	241.6
skb_004_1855_000_178_194_e397	5819	16	2749.61
skb_004_1855_000_39_86_e391	11766	1	84.99
skb_004_1856_000_14_63_e527	16154	5	309.52
skb_004_1856_000_210_238_e534	7459	13	1742.86
skb_004_1856_000_63_113_e528	11781	4	339.53
skb_004_1857_000_14_80_e437	16890	8	473.65
skb_004_1857_000_239_261_e445	6055	7	1156.07
skb_004_1857_000_80_126_e438	11044	6	543.28
skb_004_1858_000_114_152_e420	9300	5	537.63
skb_004_1858_000_17_35_e417	6101	1	163.91
skb_004_1858_000_250_289_e424	11340	58	5114.64
skb_004_1858_000_36_55_e418	4451	7	1572.68
skb_004_1858_000_56_113_e419	14833	2	134.83
skb_004_1859_000_156_213_e530	14682	2	136.22
skb_004_1859_000_331_380_e534	12724	58	4558.31
skb_004_1859_000_56_85_e528	6599	2	303.08
skb_004_1859_000_86_155_e529	17681	1	56.56
skb_004_1860_000_145_186_e520	8705	1	114.88
skb_004_1860_000_280_322_e523	8256	2	242.25
skb_004_1860_000_30_64_e518	7661	3	391.59
skb_004_1860_000_323_388_e524	15356	41	2669.97
skb_004_1860_000_65_144_e519	21775	5	229.62
skb_004_1861_000_243_300_e445	14101	21	1489.26
skb_004_1861_000_34_70_e439	7594	4	526.73
skb_004_1861_000_71_82_e440	2598	2	769.82
skb_004_1861_000_83_122_e441	7677	8	1042.07
skb_004_1862_000_111_155_e501	8557	3	350.59
skb_004_1862_000_256_290_e504	6416	2	311.72
skb_004_1862_000_291_359_e505	16486	38	2304.99
skb_004_1863_000_120_173_e564	9576	5	522.14
skb_004_1863_000_306_367_e569	14968	36	2405.13
skb_004_1863_000_35_76_e562	9762	2	204.88
skb_004_1863_000_77_119_e563	9441	1	105.92
skb_004_1864_000_132_199_e658	16459	1	60.76
skb_004_1864_000_15_59_e656	20907	1	47.83
skb_004_1864_000_200_265_e659	13311	11	826.38
skb_004_1864_000_369_440_e662	14044	1	71.2
skb_004_1864_000_465_540_e664	18049	41	2271.59
skb_004_1864_000_60_131_e657	15964	8	501.13
skb_004_1865_000_104_141_e452	11600	9	775.86
skb_004_1865_000_142_185_e453	10956	9	821.47
skb_004_1865_000_52_89_e450	13154	4	304.09
skb_004_1866_000_285_336_e666	17758	27	1520.44
skb_004_1866_000_409_464_e670	16391	1	61.01
skb_004_1866_000_564_611_e676	12164	1	82.21
skb_004_1866_000_618_635_e678	5809	1	172.15
skb_004_1866_000_91_138_e659	13699	11	802.98
skb_004_1867_000_27_85_e652	9178	9	980.61
skb_004_1867_000_453_496_e666	14412	23	1595.89
skb_004_1867_000_497_522_e667	8546	1	117.01
skb_004_1867_000_523_570_e668	11325	4	353.2
skb_004_1868_000_26_96_e567	21449	10	466.22
skb_004_1868_000_321_338_e572	6259	4	639.08
skb_004_1868_000_339_382_e573	14904	16	1073.54
skb_004_1869_000_17_82_e500	18334	10	545.43
skb_004_1869_000_291_340_e505	15525	37	2383.25
skb_004_1869_000_380_393_e507	4220	1	236.97
skb_004_1869_000_83_97_e501	4648	5	1075.73
skz_001_1832_001_169_176_e267	5132	3	584.57
skz_001_1833_002_149_158_e465	8747	1	114.32
skz_001_1833_002_199_210_e471	9205	1	108.64
skz_001_1833_002_227_234_e474	7535	1	132.71
skz_001_1833_002_339_346_e488	6195	1	161.42
skz_001_1833_002_355_362_e490	6506	1	153.7
skz_001_1833_002_363_370_e491	6191	2	323.05
skz_001_1833_002_3_10_e7	6065	1	164.88
skz_001_1833_002_83_90_e458	6335	1	157.85
skz_001_1834_003_173_180_e541	6377	1	156.81
skz_001_1834_003_217_224_e546	6603	2	302.89
skz_001_1834_003_225_236_e547	10061	1	99.39
skz_001_1834_003_273_292_e552	18708	2	106.91
skz_001_1835_004_123_130_e140	7826	1	127.78
skz_001_1835_004_227_234_e255	6836	1	146.28
skz_001_1835_004_345_352_e387	7351	1	136.04
skz_001_1835_004_377_384_e423	7526	1	132.87
skz_001_1835_004_409_416_e459	8223	1	121.61
skz_001_1835_004_425_432_e477	7625	1	131.15
skz_001_1836_005_171_180_e196	7844	1	127.49
skz_001_1837_006_16_23_e480	6911	1	144.7
skz_001_1837_006_176_183_e449	7373	1	135.63
skz_001_1837_006_192_199_e451	7393	1	135.26
skz_001_1837_006_216_223_e454	7232	2	276.55
skz_001_1837_006_264_271_e460	7007	1	142.71
skz_001_1837_006_32_39_e39	7085	2	282.29
skz_001_1837_006_344_351_e470	7429	1	134.61
skz_001_1837_006_360_367_e472	7340	3	408.72
skz_001_1837_006_408_415_e478	7420	1	134.77
skz_001_1837_006_72_79_e84	8022	1	124.66
skz_001_1837_006_88_95_e102	7315	2	273.41
skz_001_1837_006_96_103_e111	7322	1	136.57
skz_001_1838_007_160_167_e183	7364	2	271.59
skz_001_1838_007_16_31_e22	14063	1	71.11
skz_001_1838_007_296_303_e336	7297	1	137.04
skz_001_1838_007_312_319_e354	7492	6	800.85
skz_001_1838_007_328_335_e372	7292	1	137.14
skz_001_1838_007_336_343_e381	7091	2	282.05
skz_001_1838_007_384_391_e435	7521	1	132.96
skz_001_1838_007_8_15_e13	7251	2	275.82
skz_001_1839_008_174_181_e200	7855	2	254.61
skz_001_1839_008_198_205_e477	7325	1	136.52
skz_001_1839_008_22_29_e29	7480	1	133.69
skz_001_1839_008_230_237_e262	6941	4	576.29
skz_001_1839_008_262_269_e298	7013	1	142.59
skz_001_1839_008_270_277_e307	7158	1	139.7
skz_001_1839_008_278_285_e316	7003	3	428.39
skz_001_1839_008_294_301_e334	7255	1	137.84
skz_001_1839_008_302_309_e478	6900	1	144.93
skz_001_1839_008_30_37_e38	7689	2	260.11
skz_001_1839_008_318_325_e464	4919	1	203.29
skz_001_1840_009_131_138_e449	7537	1	132.68
skz_001_1840_009_147_154_e451	7273	1	137.49
skz_001_1840_009_173_180_e454	7279	1	137.38
skz_001_1840_009_181_188_e455	7391	6	811.8
skz_001_1840_009_197_204_e457	6954	1	143.8
skz_001_1840_009_205_212_e458	7292	2	274.27
skz_001_1840_009_253_260_e464	7282	2	274.65
skz_001_1840_009_301_308_e470	7400	1	135.14
skz_001_1840_009_317_324_e472	7467	1	133.92
skz_001_1840_009_341_348_e475	7237	1	138.18
skz_001_1840_009_357_364_e477	7158	1	139.7
skz_001_1840_009_373_380_e479	7221	1	138.48
skz_001_1840_009_381_388_e480	6742	1	148.32
skz_001_1840_009_9_16_e434	6921	1	144.49
skz_001_1841_010_120_127_e445	7470	1	133.87
skz_001_1841_010_16_23_e432	7251	1	137.91
skz_001_1841_010_184_191_e453	6996	1	142.94
skz_001_1841_010_200_207_e455	7254	1	137.85
skz_001_1841_010_208_215_e456	7307	2	273.71
skz_001_1841_010_298_305_e467	7402	1	135.1
skz_001_1841_010_338_345_e472	7344	1	136.17
skz_001_1842_011_145_152_e455	7464	1	133.98
skz_001_1842_011_209_216_e463	7092	1	141
skz_001_1842_011_249_256_e468	7070	1	141.44
skz_001_1842_011_257_264_e469	6892	2	290.19
skz_001_1842_011_25_32_e440	7321	1	136.59
skz_001_1842_011_265_272_e470	6674	1	149.84
skz_001_1842_011_297_304_e474	7406	2	270.05
skz_001_1842_011_337_344_e479	7004	1	142.78
skz_001_1842_011_361_368_e482	7114	1	140.57
skz_001_1842_011_369_376_e483	7017	1	142.51
skz_001_1842_011_409_416_e488	6916	1	144.59
skz_001_1842_011_41_48_e442	7035	5	710.73
skz_001_1842_011_9_16_e14	7429	1	134.61
skz_001_1843_012_104_111_e441	7314	2	273.45
skz_001_1843_012_120_127_e443	7136	1	140.13
skz_001_1843_012_144_151_e446	6857	3	437.51
skz_001_1843_012_160_167_e448	7089	1	141.06
skz_001_1843_012_168_175_e449	6751	1	148.13
skz_001_1843_012_232_239_e457	6887	1	145.2
skz_001_1843_012_240_247_e480	7124	1	140.37
skz_001_1843_012_272_279_e461	7255	1	137.84
skz_001_1843_012_280_287_e462	6843	1	146.13
skz_001_1843_012_336_343_e469	6779	1	147.51
skz_001_1843_012_368_375_e473	7453	3	402.52
skz_001_1843_012_376_383_e474	7068	1	141.48
skz_001_1843_012_384_391_e475	7258	1	137.78
skz_001_1843_012_400_407_e477	7540	2	265.25
skz_001_1843_012_416_423_e479	6885	1	145.24
skz_001_1843_012_48_55_e434	7358	1	135.91
skz_001_1844_013_101_108_e118	7089	1	141.06
