Distribution of hits for query "[word =".*statist.*"%c]" returned 3,215 matches in 949 different texts
__________________

Text	No. words in text	No. hits in text	Freq. per million words
skz_001_1842_011_257_264_e469	6892	1	145.1
skz_001_1842_011_305_312_e475	7206	1	138.77
skz_001_1842_011_321_328_e477	7186	1	139.16
skz_001_1842_011_49_56_e443	7121	2	280.86
skz_001_1842_011_65_72_e445	7157	1	139.72
skz_001_1843_012_136_143_e445	6947	1	143.95
skz_001_1844_013_149_156_e172	7317	1	136.67
skz_001_1844_013_277_284_e316	7495	1	133.42
skz_001_1844_013_349_356_e397	6783	1	147.43
skz_001_1844_013_357_364_e406	7575	1	132.01
skz_001_1845_014_389_396_e431	7598	1	131.61
skz_001_1846_015_303_310_e344	6849	1	146.01
skz_001_1846_015_383_390_e434	7033	2	284.37
skz_001_1846_015_53_62_e63	8622	1	115.98
skz_001_1847_016_130_137_e385	7089	1	141.06
skz_001_1847_016_26_33_e373	7911	1	126.41
skz_002_1850_002_156_163_e446	7436	1	134.48
skz_002_1850_002_172_181_e448	8162	1	122.52
skz_002_1850_002_270_277_e460	6900	1	144.93
skz_002_1850_002_28_35_e430	7265	2	275.29
skz_002_1850_002_310_317_e465	6458	1	154.85
skz_002_1850_002_318_325_e466	7501	3	399.95
skz_002_1851_003_12_19_e18	6890	2	290.28
skz_002_1851_003_172_179_e198	5361	1	186.53
skz_002_1851_003_196_203_e225	6548	1	152.72
skz_002_1851_003_20_27_e27	6786	1	147.36
skz_002_1851_003_372_379_e423	6577	1	152.05
skz_002_1851_003_52_59_e63	6800	1	147.06
skz_002_1851_003_60_67_e72	7167	1	139.53
skz_002_1851_003_92_99_e108	7171	1	139.45
skz_002_1852_005_173_180_e447	6637	1	150.67
skz_002_1852_005_205_212_e451	7001	2	285.67
skz_002_1852_005_21_28_e428	2164	1	462.11
skz_002_1852_005_69_76_e434	7445	1	134.32
skz_003_1853_006_140_147_e450	6680	1	149.7
skz_003_1853_006_214_221_e459	6859	3	437.38
skz_003_1853_006_28_35_e436	7328	3	409.39
skz_003_1853_006_318_327_e472	4597	1	217.53
skz_003_1853_006_360_367_e477	7276	3	412.31
skz_003_1853_006_68_75_e441	6620	1	151.06
skz_003_1854_007_188_195_e216	6188	2	323.21
skz_003_1854_007_196_203_e225	7660	2	261.1
skz_003_1854_007_212_219_e243	6853	1	145.92
skz_003_1854_007_236_243_e270	6998	4	571.59
skz_003_1854_007_396_403_e450	6844	1	146.11
skz_003_1854_007_76_83_e90	6536	1	153
skz_004_1855_000_196_205_e473	9329	1	107.19
skz_004_1855_000_214_221_e475	6684	1	149.61
skz_004_1855_000_306_313_e486	7704	1	129.8
skz_004_1856_000_137_146_e498	6436	3	466.13
skz_004_1856_000_155_162_e500	4500	1	222.22
skz_004_1856_000_163_172_e501	6856	5	729.29
skz_004_1856_000_199_210_e505	7981	1	125.3
skz_004_1856_000_241_250_e509	8285	1	120.7
skz_004_1856_000_267_274_e512	8183	1	122.2
skz_004_1856_000_337_346_e520	6238	1	160.31
skz_004_1856_000_389_400_e526	7193	2	278.05
skz_004_1856_000_49_58_e488	6430	1	155.52
skz_004_1857_000_126_133_e145	7907	1	126.47
skz_004_1857_000_182_189_e208	8418	1	118.79
skz_004_1857_000_294_303_e334	9510	3	315.46
skz_004_1857_000_328_335_e372	8337	1	119.95
skz_004_1857_000_346_353_e392	4654	1	214.87
skz_004_1857_000_84_95_e99	12223	1	81.81
skz_004_1858_000_353_360_e527	4515	1	221.48
skz_004_1858_000_407_416_e533	6134	3	489.08
skz_004_1858_000_91_100_e105	6354	1	157.38
skz_004_1859_000_11_16_e17	6064	1	164.91
skz_004_1859_000_121_126_e577	5339	2	374.6
skz_004_1859_000_183_188_e589	5079	1	196.89
skz_004_1859_000_305_310_e613	5063	1	197.51
skz_004_1859_000_311_314_e614	3485	1	286.94
skz_004_1859_000_319_324_e616	5120	1	195.31
skz_004_1859_000_325_328_e617	3353	1	298.24
skz_004_1859_000_339_344_e620	5796	1	172.53
skz_004_1859_000_461_466_e644	5308	1	188.39
skz_004_1859_000_51_56_e563	5810	4	688.47
skz_004_1860_000_267_270_e560	3422	1	292.23
skz_004_1860_000_451_456_e597	3229	1	309.69
skz_004_1860_000_493_496_e606	1489	1	671.59
skz_004_1860_000_89_92_e112	4464	1	224.01
skz_004_1861_000_111_114_e140	4223	2	473.6
skz_004_1861_000_195_198_e403	4204	1	237.87
skz_004_1861_000_289_292_e425	3444	1	290.36
skz_004_1861_000_323_326_e433	4504	1	222.02
skz_004_1861_000_351_354_e439	3367	1	297
skz_004_1861_000_455_462_e562	7854	1	127.32
skz_004_1862_000_259_262_e523	1447	2	1382.17
skz_004_1862_000_291_296_e531	5449	2	367.04
skz_004_1862_000_357_360_e546	1049	1	953.29
skz_004_1862_000_367_370_e548	1884	1	530.79
skz_004_1862_000_423_428_e561	3230	4	1238.39
skz_004_1862_000_5_10_e10	2805	1	356.51
skz_004_1863_000_117_124_e452	8207	2	243.69
skz_004_1863_000_125_132_e453	8041	2	248.73
skz_004_1863_000_133_140_e454	8073	1	123.87
skz_004_1863_000_141_148_e455	8256	5	605.62
skz_004_1863_000_165_172_e458	8183	1	122.2
skz_004_1863_000_21_28_e440	9014	1	110.94
skz_004_1863_000_221_228_e465	9299	2	215.08
skz_004_1863_000_253_260_e469	8314	1	120.28
skz_004_1863_000_285_292_e473	8538	1	117.12
skz_004_1863_000_365_372_e483	9148	1	109.31
skz_004_1864_000_113_120_e132	6583	1	151.91
skz_004_1864_000_137_144_e159	7150	2	279.72
skz_004_1864_000_153_160_e177	7972	2	250.88
skz_004_1864_000_21_28_e28	8677	3	345.74
skz_004_1864_000_321_328_e478	8088	1	123.64
skz_004_1864_000_345_352_e481	7155	1	139.76
skz_004_1864_000_37_44_e46	8153	1	122.65
skz_004_1864_000_89_96_e105	7676	1	130.28
skz_004_1864_000_97_104_e114	8262	1	121.04
skz_004_1865_000_112_119_e129	7780	1	128.53
skz_004_1865_000_184_191_e464	7864	2	254.32
skz_004_1865_000_200_207_e466	8364	1	119.56
skz_004_1865_000_218_225_e468	8091	1	123.59
skz_004_1865_000_226_233_e469	7840	3	382.65
skz_004_1865_000_274_281_e475	8330	1	120.05
skz_004_1865_000_290_297_e477	8141	1	122.84
skz_004_1865_000_330_337_e482	8435	1	118.55
skz_004_1865_000_372_381_e487	10295	2	194.27
skz_004_1865_000_398_405_e490	8041	1	124.36
skz_004_1865_000_422_429_e493	7652	2	261.37
skz_004_1865_000_42_49_e51	8810	1	113.51
skz_004_1865_000_58_67_e69	10863	2	184.11
skz_004_1865_000_84_95_e98	15019	1	66.58
skz_004_1866_000_109_116_e126	8810	1	113.51
skz_004_1866_000_125_134_e144	9982	1	100.18
skz_004_1866_000_167_174_e471	7590	1	131.75
skz_004_1866_000_183_190_e473	8407	1	118.95
skz_004_1866_000_241_248_e480	7974	1	125.41
skz_004_1866_000_249_256_e481	8204	1	121.89
skz_004_1866_000_289_296_e486	8481	4	471.64
skz_004_1866_000_297_304_e487	6940	3	432.28
skz_004_1866_000_29_36_e37	9098	1	109.91
skz_004_1866_000_363_370_e495	7382	1	135.46
skz_004_1866_000_371_378_e496	7923	9	1135.93
skz_004_1866_000_417_426_e502	2438	2	820.34
skz_004_1866_000_65_72_e77	8668	1	115.37
skz_004_1867_000_107_116_e124	10568	1	94.63
skz_004_1867_000_137_146_e157	10587	1	94.46
skz_004_1867_000_147_156_e168	10372	2	192.83
skz_004_1867_000_157_166_e179	10899	1	91.75
skz_004_1867_000_219_226_e248	8296	1	120.54
skz_004_1867_000_243_254_e275	13279	1	75.31
skz_004_1867_000_255_266_e288	13214	1	75.68
skz_004_1867_000_25_32_e32	8395	1	119.12
skz_004_1867_000_347_354_e390	9523	1	105.01
skz_004_1867_000_365_374_e410	10346	1	96.66
skz_004_1867_000_383_390_e430	8215	3	365.19
skz_004_1867_000_391_400_e439	10460	1	95.6
skz_004_1867_000_401_410_e450	11756	1	85.06
skz_004_1867_000_429_436_e481	8096	1	123.52
skz_004_1868_000_170_179_e499	9445	1	105.88
skz_004_1868_000_308_315_e514	8931	1	111.97
skz_004_1868_000_316_331_e515	17917	1	55.81
skz_004_1868_000_350_357_e518	6256	2	319.69
skz_004_1868_000_384_393_e522	10612	2	188.47
skz_004_1868_000_410_417_e525	8453	1	118.3
skz_004_1868_000_426_433_e527	7799	3	384.66
skz_004_1868_000_454_465_e530	13687	3	219.19
skz_004_1868_000_88_95_e102	6170	1	162.07
skz_004_1869_000_142_149_e504	8525	1	117.3
skz_004_1869_000_254_261_e518	7874	1	127
skz_004_1869_000_270_277_e520	8301	2	240.93
skz_004_1869_000_358_365_e530	9476	1	105.53
skz_004_1869_000_36_45_e494	10068	1	99.32
skz_004_1869_000_46_53_e495	8006	1	124.91
skz_004_1869_000_478_485_e544	8133	2	245.91
skz_004_1869_000_54_69_e496	16825	1	59.44
skz_004_1869_000_6_15_e491	11216	1	89.16
skz_004_1869_000_98_105_e500	8199	1	121.97
skz_004_1870_000_101_112_e115	14289	1	69.98
skz_004_1870_000_163_174_e183	12605	3	238
skz_004_1870_000_524_535_e579	12042	1	83.04
skz_004_1870_000_53_64_e63	13144	3	228.24
skz_004_1870_000_85_100_e98	11089	1	90.18
slz_001_1856_001_110_144_e7	13481	1	74.18
slz_001_1856_001_145_178_e8	13734	1	72.81
slz_001_1856_001_279_311_e12	12699	1	78.75
slz_001_1856_001_345_378_e14	12267	1	81.52
slz_001_1856_001_379_413_e15	12077	2	165.6
slz_001_1856_001_43_75_e5	13653	1	73.24
slz_001_1856_001_5_42_e4	17428	4	229.52
slz_001_1856_001_76_109_e6	14248	1	70.19
slz_001_1857_002_141_196_e8	24110	1	41.48
slz_001_1857_002_325_356_e12	13246	2	150.99
slz_001_1857_002_357_388_e13	14169	1	70.58
slz_001_1858_003_145_208_e7	29451	1	33.95
slz_001_1858_003_241_304_e9	27345	1	36.57
slz_001_1858_003_5_36_e4	6845	3	438.28
slz_001_1858_003_85_144_e6	27693	4	144.44
slz_001_1859_004_133_164_e7	14733	1	67.87
slz_001_1859_004_261_292_e11	15033	1	66.52
slz_001_1859_004_293_388_e12	40772	2	49.05
slz_001_1859_004_69_132_e6	23655	4	169.1
slz_001_1860_005_368_403_e10	14836	1	67.4
slz_001_1861_006_245_278_e10	9550	3	314.14
slz_001_1861_006_279_312_e11	9299	4	430.15
slz_001_1861_006_313_346_e12	9188	3	326.51
slz_002_1862_007_1_4_e3	3706	1	269.83
slz_002_1862_007_67_70_e19	4226	1	236.63
slz_002_1863_008_109_112_e30	5312	1	188.25
slz_002_1863_008_117_120_e32	4430	1	225.73
slz_002_1863_008_137_140_e37	5036	2	397.14
slz_002_1863_008_145_148_e39	5346	1	187.06
slz_002_1863_008_176_179_e46	4468	1	223.81
slz_002_1863_008_17_20_e7	5348	1	186.99
slz_002_1863_008_208_211_e54	3999	1	250.06
slz_002_1863_008_25_28_e9	5370	1	186.22
slz_002_1864_009_105_108_e29	4838	1	206.7
slz_002_1864_009_113_116_e31	5036	1	198.57
slz_002_1864_009_117_120_e32	5076	3	591.02
slz_002_1864_009_133_136_e36	5259	3	570.45
slz_002_1864_009_141_144_e38	5273	2	379.29
slz_002_1864_009_145_148_e39	4795	1	208.55
slz_002_1864_009_157_160_e42	5227	1	191.31
slz_002_1864_009_169_172_e45	5059	1	197.67
slz_002_1864_009_177_180_e47	4861	4	822.88
slz_002_1864_009_17_20_e7	5198	7	1346.67
slz_002_1864_009_181_184_e48	5078	4	787.71
slz_002_1864_009_193_196_e51	5017	1	199.32
slz_002_1864_009_197_200_e52	4845	2	412.8
slz_002_1864_009_209_212_e55	4042	2	494.8
slz_002_1864_009_37_40_e12	4930	1	202.84
slz_002_1864_009_53_56_e16	5535	1	180.67
slz_002_1864_009_5_8_e4	5051	2	395.96
slz_002_1864_009_65_68_e19	5133	1	194.82
slz_002_1864_009_69_72_e20	5259	2	380.3
slz_002_1864_009_81_84_e23	4587	3	654.02
slz_002_1864_009_85_88_e24	5107	1	195.81
slz_002_1864_009_89_92_e25	2331	2	858
slz_002_1864_009_93_96_e26	5381	1	185.84
slz_002_1864_009_97_100_e27	5534	1	180.7
slz_002_1864_009_9_12_e5	4824	1	207.3
slz_002_1865_010_167_174_e24	3624	2	551.88
slz_002_1865_010_175_182_e25	4635	1	215.75
slz_002_1865_010_190_197_e27	3430	2	583.09
slz_002_1865_010_198_205_e28	3790	1	263.85
slz_002_1865_010_206_213_e29	3546	1	282.01
slz_002_1865_010_222_229_e31	3188	1	313.68
slz_002_1865_010_238_245_e33	3667	1	272.7
slz_002_1865_010_278_285_e38	3301	1	302.94
slz_002_1865_010_334_341_e45	3813	3	786.78
slz_002_1865_010_398_405_e53	3756	4	1064.96
slz_002_1865_010_47_54_e9	3941	1	253.74
slz_002_1865_010_95_102_e15	4084	3	734.57
slz_002_1866_011_169_176_e24	5552	1	180.12
slz_002_1866_011_177_184_e25	5737	1	174.31
slz_002_1866_011_17_24_e5	5372	2	372.3
slz_002_1866_011_185_192_e26	5634	3	532.48
slz_002_1866_011_217_224_e30	5745	1	174.06
slz_002_1866_011_241_248_e33	5758	1	173.67
slz_002_1866_011_25_32_e6	5743	2	348.25
slz_002_1866_011_265_272_e36	5738	1	174.28
slz_002_1866_011_273_280_e37	5448	1	183.55
slz_002_1866_011_297_304_e40	5546	2	360.62
slz_002_1866_011_305_312_e41	5455	1	183.32
slz_002_1866_011_313_320_e42	5544	1	180.38
slz_002_1866_011_321_328_e43	5397	1	185.29
slz_002_1866_011_337_344_e45	5403	1	185.08
slz_002_1866_011_33_40_e7	5890	1	169.78
slz_002_1866_011_345_352_e46	5861	1	170.62
slz_002_1866_011_361_368_e48	5677	2	352.3
slz_002_1866_011_385_392_e51	5717	1	174.92
slz_002_1866_011_49_56_e9	5563	1	179.76
slz_002_1866_011_73_80_e12	5932	2	337.15
slz_002_1866_011_81_88_e13	5839	1	171.26
slz_002_1866_011_9_16_e4	5726	1	174.64
slz_002_1867_012_123_130_e18	5900	2	338.98
slz_002_1867_012_131_138_e19	6035	1	165.7
slz_002_1867_012_147_154_e21	5482	3	547.25
slz_002_1867_012_155_162_e22	5763	1	173.52
slz_002_1867_012_163_170_e23	5971	2	334.95
slz_002_1867_012_179_186_e25	5715	2	349.96
slz_002_1867_012_187_194_e26	6004	3	499.67
slz_002_1867_012_211_218_e29	6264	1	159.64
slz_002_1867_012_219_226_e30	5838	1	171.29
slz_002_1867_012_283_290_e38	5799	4	689.77
slz_002_1867_012_299_306_e40	5688	1	175.81
slz_002_1867_012_39_46_e8	5364	2	372.86
slz_002_1867_012_7_14_e4	4761	1	210.04
slz_002_1867_012_81_88_e13	6077	1	164.55
slz_002_1867_012_97_104_e15	5586	4	716.08
slz_002_1868_013_105_112_e16	6171	1	162.05
slz_002_1868_013_145_152_e21	6027	1	165.92
slz_002_1868_013_17_24_e5	5707	2	350.45
slz_002_1868_013_217_224_e30	5624	2	355.62
slz_002_1868_013_241_248_e33	5642	3	531.73
slz_002_1868_013_329_336_e44	6096	1	164.04
slz_002_1868_013_33_40_e7	5954	1	167.95
slz_002_1868_013_353_360_e47	5928	1	168.69
slz_002_1868_013_377_384_e50	5803	1	172.32
slz_002_1868_013_401_408_e53	6046	1	165.4
slz_002_1868_013_49_56_e9	6057	1	165.1
slz_002_1868_013_89_96_e14	5441	2	367.58
slz_002_1869_014_107_116_e16	5957	2	335.74
slz_002_1869_014_125_132_e18	5676	3	528.54
slz_002_1869_014_133_140_e19	6222	1	160.72
slz_002_1869_014_141_148_e20	5931	2	337.21
slz_002_1869_014_19_26_e5	5387	4	742.53
slz_002_1869_014_269_276_e36	6085	1	164.34
slz_002_1869_014_277_284_e37	5568	4	718.39
slz_002_1869_014_325_332_e43	5768	1	173.37
slz_002_1869_014_362_369_e47	4322	4	925.5
slz_002_1869_014_378_385_e49	3181	1	314.37
slz_002_1870_015_115_122_e17	5771	1	173.28
slz_002_1870_015_141_148_e20	5726	4	698.57
slz_002_1870_015_151_158_e21	4841	12	2478.83
slz_002_1870_015_16_23_e5	5036	1	198.57
slz_002_1870_015_193_200_e26	5665	1	176.52
slz_002_1870_015_201_208_e27	5995	1	166.81
slz_002_1870_015_24_31_e6	5094	1	196.31
slz_002_1870_015_281_288_e37	6104	2	327.65
slz_002_1870_015_297_304_e39	5972	1	167.45
slz_002_1870_015_361_368_e47	5827	1	171.61
slz_002_1870_015_379_386_e49	5697	1	175.53
slz_002_1870_015_403_410_e52	6162	1	162.28
slz_002_1870_015_431_438_e55	5730	2	349.04
slz_002_1870_015_73_80_e12	5896	4	678.43
slz_002_1870_015_81_88_e13	5863	3	511.68
slz_002_1870_015_89_96_e14	5879	1	170.1
syn_001_1835_000_54_70_e94	6589	1	151.77
syn_001_1839_000_70_130_e174	19371	1	51.62
syn_001_1847_000_100_154_e248	17005	2	117.61
syn_001_1847_000_40_82_e232	14434	1	69.28
syn_001_1851_000_3_9_e99	1616	1	618.81
syn_001_1852_000_24_126_e176	35166	1	28.44
syn_001_1853_000_21_56_e111	11792	1	84.8
syn_001_1854_000_17_50_e83	15012	1	66.61
syn_001_1854_000_50_69_e87	9145	1	109.35
syn_001_1855_000_44_77_e94	17358	1	57.61
syn_001_1857_000_3_5_e83	1733	1	577.03
syn_001_1858_000_22_60_e105	15318	2	130.57
syn_001_1858_000_4_7_e94	1402	1	713.27
syn_001_1859_000_14_39_e50	10684	1	93.6
syn_001_1859_000_40_87_e135	17796	2	112.38
syn_001_1860_000_16_71_e104	20856	2	95.9
syn_001_1860_000_72_94_e105	9395	1	106.44
syn_001_1861_000_45_80_e114	13197	2	151.55
syn_001_1862_000_18_55_e94	16301	1	61.35
syn_001_1862_000_56_86_e96	9979	2	200.42
syn_001_1863_000_15_73_e128	22211	2	90.05
syn_001_1864_000_116_136_e280	8511	1	117.5
syn_001_1864_000_146_195_e282	16698	2	119.77
syn_001_1864_000_14_53_e275	13578	1	73.65
syn_001_1866_000_103_170_e183	22933	4	174.42
syn_001_1866_000_71_99_e179	11474	1	87.15
syn_001_1867_000_113_175_e190	20782	3	144.36
syn_001_1868_000_53_80_e159	8824	1	113.33
syn_001_1868_000_98_123_e160	9994	1	100.06
syn_001_1869_000_14_21_e155	3365	1	297.18
syn_001_1869_000_50_121_e159	24875	2	80.4
vsb_001_1854_001_130_132_e154	914	1	1094.09
vsb_001_1855_002_121_122_e136	344	1	2906.98
vsb_001_1855_002_45_47_e47	979	1	1021.45
vsb_001_1856_003_272_274_e292	1654	1	604.59
vsb_001_1858_005_198_198_e208	551	1	1814.88
vsb_001_1858_005_199_199_e210	226	1	4424.78
vsb_001_1858_005_244_245_e247	319	1	3134.8
vsb_001_1858_005_355_356_e348	939	1	1064.96
vsb_001_1858_005_669_675_e643	2177	1	459.35
vsb_001_1859_006_332_337_e825	1727	1	579.04
vsb_001_1859_006_350_353_e858	1822	1	548.85
vsb_001_1859_006_368_371_e895	6	1	166666.67
vsb_001_1859_006_383_387_e930	2068	1	483.56
vsb_001_1859_006_396_400_e964	6	1	166666.67
vsb_001_1859_006_671_673_e1589	628	4	6369.43
vsb_001_1859_006_691_692_e1647	616	1	1623.38
vsb_001_1860_007_102_102_e84	145	1	6896.55
vsb_001_1860_007_233_236_e195	1211	1	825.76
vsb_001_1860_007_271_276_e219	2233	1	447.83
vsb_001_1860_007_326_327_e258	181	1	5524.86
vsb_001_1860_007_371_372_e289	652	2	3067.48
vsb_001_1860_007_379_385_e298	2380	1	420.17
vsb_001_1860_007_57_63_e50	2336	1	428.08
vsb_001_1860_007_93_95_e77	738	1	1355.01
