Distribution of hits for query "[word ="durchschnitt|durchschnittl.*"%c]" returned 4,279 matches in 1,094 different texts
__________________

Text	No. words in text	No. hits in text	Freq. per million words
dns_002_1809_005_5_38_e411	8444	2	236.85
dns_002_1811_006_195_214_e442	5535	8	1445.35
dns_002_1811_006_292_321_e453	8078	3	371.38
dns_002_1811_006_5_44_e419	8714	1	114.76
dns_002_1812_007_109_138_e457	7827	1	127.76
dns_002_1812_007_139_168_e460	7920	2	252.53
dns_002_1812_007_169_187_e461	4976	3	602.89
dns_002_1812_007_188_211_e462	6559	1	152.46
dns_002_1812_007_213_262_e466	13925	1	71.81
dns_002_1812_007_31_61_e446	8137	1	122.9
dns_002_1812_007_5_30_e443	6975	2	286.74
dsr_003_1800_001_252_252_e712	1572	1	636.13
dsr_003_1800_001_46_48_e454	2927	3	1024.94
dsr_003_1800_002_163_163_e832	430	2	4651.16
dsr_003_1800_002_415_416_e1150	419	1	2386.63
dsr_003_1800_002_441_444_e1187	2808	2	712.25
dsr_003_1800_002_469_472_e1212	1794	2	1114.83
dsr_003_1800_003_265_268_e906	2156	1	463.82
dsr_003_1801_004_255_259_e1118	3325	1	300.75
dsr_003_1801_004_46_50_e869	2999	1	333.44
dsr_003_1801_004_721_727_e1695	3585	1	278.94
gdv_001_1832_002_13_478_e17	88300	4	45.3
gdv_001_1833_003_15_305_e20	58045	10	172.28
gdv_001_1834_004_11_323_e15	67264	6	89.2
gdv_001_1837_007_9_199_e13	20492	1	48.8
gdv_001_1838_008_9_392_e409	52023	1	19.22
gdv_001_1839_009_7_170_e183	30216	3	99.29
gdv_001_1841_011_9_154_e169	25890	5	193.12
gdv_001_1850_005_9_446_e13	37809	1	26.45
gdv_001_1851_006_9_617_e14	51260	1	19.51
gdv_001_1853_008_7_246_e11	32628	2	61.3
gdv_001_1857_012_7_275_e11	57492	7	121.76
gdv_001_1858_013_7_212_e11	30612	5	163.33
gdv_001_1860_015_8_237_e250	22736	1	43.98
gdv_001_1865_004_9_562_e13	127150	3	23.59
gdv_001_1869_008_8_473_e482	66612	1	15.01
gdv_001_1870_009_7_298_e309	60983	4	65.59
sbo_001_1832_000_358_372_e712	5076	1	197.01
skb_001_1814_000_135_201_e721	21645	1	46.2
skb_001_1814_000_202_248_e722	14789	2	135.24
skb_001_1814_000_249_365_e723	33804	12	354.99
skb_001_1814_000_366_368_e724	864	1	1157.41
skb_001_1814_000_385_426_e726	13629	6	440.24
skb_001_1814_000_463_475_e729	4086	2	489.48
skb_001_1814_000_488_499_e731	3783	1	264.34
skb_001_1814_000_500_506_e732	2059	1	485.67
skb_001_1814_000_78_134_e720	19072	2	104.87
skb_001_1831_000_105_159_e301	12837	1	77.9
skb_001_1831_000_160_215_e303	12413	5	402.8
skb_001_1831_000_278_293_e306	3547	1	281.93
skb_001_1833_000_303_328_e437	5905	1	169.35
skb_001_1833_000_61_78_e400	3866	2	517.33
skb_001_1833_000_9_24_e391	3455	1	289.44
skb_002_1838_000_107_153_e270	11110	3	270.03
skb_002_1838_000_154_196_e271	11164	1	89.57
skb_002_1838_000_69_106_e267	9245	5	540.83
skb_002_1839_000_140_182_e315	10064	2	198.73
skb_002_1839_000_183_230_e316	12952	1	77.21
skb_002_1839_000_21_86_e313	16978	1	58.9
skb_002_1839_000_249_270_e318	5199	1	192.34
skb_002_1839_000_87_139_e314	12950	3	231.66
skb_002_1840_000_151_194_e560	11196	1	89.32
skb_002_1840_000_19_80_e557	15798	4	253.2
skb_002_1840_000_248_272_e572	6992	1	143.02
skb_002_1840_000_300_332_e564	8111	1	123.29
skb_002_1840_000_333_371_e565	9501	2	210.5
skb_002_1840_000_372_406_e566	7739	1	129.22
skb_002_1840_000_407_444_e567	9597	1	104.2
skb_002_1840_000_477_509_e569	6647	1	150.44
skb_002_1842_000_158_201_e311	11425	4	350.11
skb_002_1842_000_29_70_e308	10805	7	647.85
skb_002_1842_000_71_115_e309	11267	1	88.75
skb_002_1843_000_107_146_e287	10321	3	290.67
skb_002_1843_000_147_184_e288	10261	2	194.91
skb_002_1843_000_25_68_e285	11704	2	170.88
skb_002_1843_000_69_106_e286	9960	1	100.4
skb_002_1844_000_147_186_e290	10933	3	274.4
skb_002_1844_000_36_73_e287	10232	1	97.73
skb_002_1844_000_74_117_e288	11875	4	336.84
skb_002_1844_000_8_35_e286	7298	2	274.05
skb_003_1849_000_17_126_e556	28698	9	313.61
skb_003_1849_000_200_227_e558	6703	5	745.93
skb_003_1849_000_228_302_e559	14115	4	283.39
skb_003_1849_000_320_394_e561	20246	10	493.92
skb_003_1849_000_444_526_e563	19292	1	51.83
skb_004_1850_000_105_131_e200	9761	5	512.24
skb_004_1850_000_132_145_e201	3648	1	274.12
skb_004_1850_000_18_49_e197	9834	6	610.13
skb_004_1850_000_50_76_e198	8885	1	112.55
skb_004_1850_000_77_104_e199	7650	4	522.88
skb_004_1851_000_111_157_e273	11195	5	446.63
skb_004_1851_000_158_191_e274	10142	6	591.6
skb_004_1851_000_25_74_e271	13441	3	223.2
skb_004_1851_000_75_110_e272	8718	2	229.41
skb_004_1852_000_139_170_e329	7623	1	131.18
skb_004_1852_000_15_43_e324	8240	4	485.44
skb_004_1852_000_218_273_e341	13986	5	357.5
skb_004_1852_000_44_83_e325	9870	3	303.95
skb_004_1852_000_84_112_e326	7830	8	1021.71
skb_004_1853_000_154_176_e344	7545	8	1060.3
skb_004_1853_000_19_58_e337	10162	5	492.03
skb_004_1853_000_246_277_e359	6636	1	150.69
skb_004_1853_000_58_85_e341	6547	5	763.71
skb_004_1853_000_85_153_e338	15349	8	521.21
skb_004_1855_000_12_39_e388	8278	3	362.41
skb_004_1855_000_178_194_e397	5819	2	343.7
skb_004_1855_000_260_275_e405	2659	1	376.08
skb_004_1855_000_39_86_e391	11766	1	84.99
skb_004_1855_000_86_177_e394	20741	3	144.64
skb_004_1856_000_113_210_e531	20025	6	299.63
skb_004_1856_000_210_238_e534	7459	4	536.26
skb_004_1856_000_354_357_e544	856	1	1168.22
skb_004_1856_000_358_393_e547	9162	2	218.29
skb_004_1856_000_63_113_e528	11781	9	763.94
skb_004_1857_000_126_239_e441	26105	10	383.07
skb_004_1857_000_14_80_e437	16890	3	177.62
skb_004_1857_000_239_261_e445	6055	2	330.31
skb_004_1857_000_261_297_e448	9545	1	104.77
skb_004_1857_000_80_126_e438	11044	6	543.28
skb_004_1858_000_114_152_e420	9300	2	215.05
skb_004_1858_000_161_220_e422	14468	4	276.47
skb_004_1858_000_250_289_e424	11340	4	352.73
skb_004_1858_000_290_315_e425	6245	1	160.13
skb_004_1858_000_36_55_e418	4451	3	674.01
skb_004_1858_000_56_113_e419	14833	15	1011.26
skb_004_1859_000_156_213_e530	14682	6	408.66
skb_004_1859_000_224_303_e532	18349	6	326.99
skb_004_1859_000_331_380_e534	12724	2	157.18
skb_004_1859_000_33_55_e527	7168	1	139.51
skb_004_1859_000_381_420_e535	9855	1	101.47
skb_004_1859_000_489_505_e539	2586	3	1160.09
skb_004_1859_000_56_85_e528	6599	1	151.54
skb_004_1859_000_86_155_e529	17681	19	1074.6
skb_004_1860_000_145_186_e520	8705	5	574.38
skb_004_1860_000_197_279_e522	16837	6	356.36
skb_004_1860_000_30_64_e518	7661	1	130.53
skb_004_1860_000_323_388_e524	15356	9	586.09
skb_004_1860_000_389_424_e525	8006	1	124.91
skb_004_1860_000_481_510_e529	9086	4	440.24
skb_004_1860_000_65_144_e519	21775	13	597.01
skb_004_1861_000_129_214_e443	20829	6	288.06
skb_004_1861_000_243_300_e445	14101	3	212.75
skb_004_1861_000_34_70_e439	7594	2	263.37
skb_004_1861_000_398_418_e450	4192	1	238.55
skb_004_1861_000_71_82_e440	2598	1	384.91
skb_004_1861_000_83_122_e441	7677	7	911.81
skb_004_1862_000_111_155_e501	8557	11	1285.5
skb_004_1862_000_162_255_e503	18965	2	105.46
skb_004_1862_000_291_359_e505	16486	10	606.58
skb_004_1862_000_360_387_e506	5813	1	172.03
skb_004_1862_000_36_57_e499	4050	6	1481.48
skb_004_1863_000_120_173_e564	9576	6	626.57
skb_004_1863_000_182_261_e566	15338	1	65.2
skb_004_1863_000_306_367_e569	14968	3	200.43
skb_004_1863_000_35_76_e562	9762	11	1126.82
skb_004_1863_000_422_489_e573	17208	7	406.79
skb_004_1863_000_77_119_e563	9441	2	211.84
skb_004_1864_000_132_199_e658	16459	4	243.03
skb_004_1864_000_15_59_e656	20907	2	95.66
skb_004_1864_000_200_265_e659	13311	5	375.63
skb_004_1864_000_278_368_e661	19098	5	261.81
skb_004_1864_000_369_440_e662	14044	3	213.61
skb_004_1864_000_465_540_e664	18049	4	221.62
skb_004_1864_000_60_131_e657	15964	11	689.05
skb_004_1865_000_104_141_e452	11600	2	172.41
skb_004_1865_000_142_185_e453	10956	5	456.37
skb_004_1865_000_194_265_e455	15350	3	195.44
skb_004_1865_000_266_307_e456	9344	2	214.04
skb_004_1865_000_415_426_e462	2365	5	2114.16
skb_004_1865_000_52_89_e450	13154	7	532.16
skb_004_1865_000_90_103_e451	14163	1	70.61
skb_004_1866_000_167_232_e662	16827	8	475.43
skb_004_1866_000_285_336_e666	17758	10	563.13
skb_004_1866_000_337_357_e667	6189	3	484.73
skb_004_1866_000_358_384_e668	10082	4	396.75
skb_004_1866_000_37_90_e658	15538	6	386.15
skb_004_1866_000_409_464_e670	16391	2	122.02
skb_004_1866_000_465_492_e671	8170	1	122.4
skb_004_1866_000_564_611_e676	12164	5	411.05
skb_004_1866_000_618_635_e678	5809	9	1549.32
skb_004_1866_000_91_138_e659	13699	8	583.98
skb_004_1867_000_180_194_e654	5567	1	179.63
skb_004_1867_000_27_85_e652	9178	7	762.69
skb_004_1867_000_328_359_e664	8231	1	121.49
skb_004_1867_000_360_452_e665	22798	11	482.5
skb_004_1867_000_453_496_e666	14412	10	693.87
skb_004_1867_000_497_522_e667	8546	1	117.01
skb_004_1867_000_523_570_e668	11325	11	971.3
skb_004_1867_000_585_630_e671	9252	10	1080.85
skb_004_1867_000_631_643_e672	3877	6	1547.59
skb_004_1867_000_86_179_e653	20126	10	496.87
skb_004_1868_000_111_206_e569	25001	9	359.99
skb_004_1868_000_207_304_e570	20761	8	385.34
skb_004_1868_000_26_96_e567	21449	14	652.71
skb_004_1868_000_321_338_e572	6259	3	479.31
skb_004_1868_000_339_382_e573	14904	17	1140.63
skb_004_1868_000_383_422_e574	11587	2	172.61
skb_004_1868_000_423_474_e575	13103	5	381.59
skb_004_1868_000_504_516_e584	3970	15	3778.34
skb_004_1868_000_517_558_e585	11979	13	1085.23
skb_004_1868_000_97_110_e568	4918	1	203.33
skb_004_1869_000_113_217_e503	23147	8	345.62
skb_004_1869_000_17_82_e500	18334	14	763.61
skb_004_1869_000_218_290_e504	16015	7	437.09
skb_004_1869_000_291_340_e505	15525	17	1095.01
skb_004_1869_000_341_379_e506	8584	3	349.49
skb_004_1869_000_380_393_e507	4220	2	473.93
skb_004_1869_000_394_432_e508	9860	3	304.26
skb_004_1869_000_483_492_e514	2455	1	407.33
skb_004_1869_000_98_112_e502	3496	2	572.08
skz_001_1836_005_359_366_e407	6267	1	159.57
skz_001_1836_005_391_398_e443	6087	1	164.28
skz_001_1836_005_407_414_e461	7564	1	132.21
skz_001_1837_006_344_351_e470	7429	1	134.61
skz_001_1838_007_200_207_e228	6881	1	145.33
skz_001_1838_007_296_303_e336	7297	1	137.04
skz_001_1838_007_80_87_e93	7239	1	138.14
skz_001_1839_008_174_181_e200	7855	1	127.31
skz_001_1839_008_262_269_e298	7013	2	285.18
skz_001_1842_011_241_248_e467	6797	1	147.12
skz_001_1842_011_249_256_e468	7070	1	141.44
skz_001_1842_011_273_280_e471	6650	1	150.38
skz_001_1842_011_289_296_e473	6554	1	152.58
skz_001_1842_011_393_400_e486	6843	1	146.13
skz_001_1842_011_65_72_e445	7157	2	279.45
skz_001_1843_012_400_407_e477	7540	1	132.63
skz_001_1844_013_133_140_e154	6830	1	146.41
skz_001_1845_014_405_412_e449	4378	1	228.41
skz_001_1845_014_413_420_e458	7077	1	141.3
skz_001_1847_016_26_33_e373	7911	1	126.41
skz_002_1851_003_12_19_e18	6890	1	145.14
skz_002_1851_003_164_171_e189	7459	1	134.07
skz_002_1851_003_260_267_e297	6852	1	145.94
skz_002_1851_003_308_315_e351	6839	1	146.22
skz_002_1852_005_197_204_e450	7358	1	135.91
skz_002_1852_005_229_236_e454	7255	1	137.84
skz_002_1852_005_349_356_e469	6151	1	162.58
skz_002_1852_005_53_60_e432	7083	1	141.18
skz_003_1853_006_408_415_e483	5881	1	170.04
skz_003_1854_007_124_131_e144	7081	1	141.22
skz_003_1854_007_12_19_e18	6715	1	148.92
skz_003_1854_007_396_403_e450	6844	2	292.23
skz_004_1855_000_382_391_e495	6541	1	152.88
skz_004_1855_000_38_45_e47	6354	1	157.38
skz_004_1855_000_418_425_e499	4360	1	229.36
skz_004_1856_000_199_210_e505	7981	1	125.3
skz_004_1856_000_447_460_e532	12944	1	77.26
skz_004_1856_000_461_468_e533	3861	1	259
skz_004_1856_000_469_476_e534	6476	1	154.42
skz_004_1857_000_238_245_e271	4325	1	231.21
skz_004_1857_000_294_303_e334	9510	1	105.15
skz_004_1858_000_229_236_e512	6980	2	286.53
skz_004_1858_000_38_45_e47	7267	1	137.61
skz_004_1858_000_91_100_e105	6354	1	157.38
skz_004_1859_000_335_338_e619	2801	1	357.02
skz_004_1859_000_491_496_e650	5084	1	196.7
skz_004_1859_000_51_56_e563	5810	1	172.12
skz_004_1860_000_461_464_e599	2470	1	404.86
skz_004_1861_000_131_134_e165	3311	1	302.02
skz_004_1861_000_163_166_e204	4945	2	404.45
skz_004_1861_000_185_190_e231	2215	1	451.47
skz_004_1861_000_199_202_e404	3858	1	259.2
skz_004_1861_000_281_284_e423	3412	1	293.08
skz_004_1861_000_355_360_e440	6349	1	157.51
skz_004_1861_000_435_440_e538	1788	1	559.28
skz_004_1862_000_125_128_e491	4148	1	241.08
skz_004_1863_000_277_284_e472	9564	1	104.56
skz_004_1864_000_113_120_e132	6583	2	303.81
skz_004_1864_000_257_264_e470	7835	1	127.63
skz_004_1864_000_45_52_e55	7858	1	127.26
skz_004_1864_000_97_104_e114	8262	1	121.04
skz_004_1865_000_120_127_e138	8161	1	122.53
skz_004_1865_000_168_175_e462	8095	1	123.53
skz_004_1865_000_184_191_e464	7864	1	127.16
skz_004_1865_000_250_257_e472	8545	1	117.03
skz_004_1865_000_406_413_e491	7897	4	506.52
skz_004_1865_000_422_429_e493	7652	1	130.68
skz_004_1865_000_430_437_e494	7951	1	125.77
skz_004_1866_000_143_150_e164	7871	1	127.05
skz_004_1866_000_289_296_e486	8481	1	117.91
skz_004_1866_000_355_362_e494	9004	1	111.06
skz_004_1866_000_99_108_e115	9879	1	101.22
skz_004_1867_000_107_116_e124	10568	1	94.63
skz_004_1867_000_193_200_e219	8177	1	122.29
skz_004_1867_000_25_32_e32	8395	1	119.12
skz_004_1867_000_5_12_e10	8484	1	117.87
skz_004_1868_000_316_331_e515	17917	1	55.81
skz_004_1868_000_376_383_e521	7203	1	138.83
skz_004_1868_000_394_401_e523	7085	2	282.29
skz_004_1868_000_418_425_e526	7233	1	138.26
skz_004_1868_000_64_71_e76	6571	1	152.18
skz_004_1868_000_88_95_e102	6170	1	162.07
skz_004_1869_000_218_225_e513	4855	1	205.97
skz_004_1869_000_6_15_e491	11216	1	89.16
skz_004_1869_000_98_105_e500	8199	1	121.97
skz_004_1870_000_492_503_e544	14943	1	66.92
skz_004_1870_000_536_547_e592	13244	1	75.51
skz_004_1870_000_548_555_e605	4459	1	224.27
slz_001_1856_001_110_144_e7	13481	21	1557.75
slz_001_1856_001_145_178_e8	13734	5	364.06
slz_001_1856_001_212_245_e10	13210	1	75.7
slz_001_1856_001_279_311_e12	12699	1	78.75
slz_001_1856_001_345_378_e14	12267	1	81.52
slz_001_1856_001_379_413_e15	12077	1	82.8
slz_001_1856_001_43_75_e5	13653	2	146.49
slz_001_1856_001_5_42_e4	17428	7	401.65
slz_001_1856_001_76_109_e6	14248	2	140.37
slz_001_1857_002_109_140_e7	14411	4	277.57
slz_001_1857_002_141_196_e8	24110	1	41.48
slz_001_1857_002_197_260_e9	27831	15	538.97
slz_001_1857_002_293_324_e11	14964	8	534.62
slz_001_1857_002_325_356_e12	13246	1	75.49
slz_001_1857_002_357_388_e13	14169	2	141.15
slz_001_1857_002_5_44_e4	10831	1	92.33
slz_001_1858_003_241_304_e9	27345	7	255.99
slz_001_1858_003_305_344_e10	17454	2	114.59
slz_001_1859_004_229_260_e10	15165	1	65.94
slz_001_1859_004_293_388_e12	40772	11	269.79
slz_001_1859_004_37_68_e5	15513	4	257.85
slz_001_1859_004_5_36_e4	14072	1	71.06
slz_001_1859_004_69_132_e6	23655	4	169.1
slz_001_1860_005_368_403_e10	14836	1	67.4
slz_001_1861_006_109_142_e6	9034	3	332.08
slz_001_1861_006_245_278_e10	9550	1	104.71
slz_001_1861_006_279_312_e11	9299	3	322.62
slz_002_1862_007_13_16_e6	4128	1	242.25
slz_002_1862_007_81_84_e22	4404	3	681.2
slz_002_1863_008_109_112_e30	5312	1	188.25
slz_002_1863_008_113_116_e31	4925	1	203.05
slz_002_1863_008_141_144_e38	4439	1	225.28
slz_002_1863_008_17_20_e7	5348	1	186.99
slz_002_1863_008_1_4_e3	5443	1	183.72
slz_002_1863_008_208_211_e54	3999	1	250.06
slz_002_1863_008_25_28_e9	5370	4	744.88
slz_002_1863_008_57_60_e17	5171	1	193.39
slz_002_1863_008_77_80_e22	1941	1	515.2
slz_002_1864_009_105_108_e29	4838	1	206.7
slz_002_1864_009_113_116_e31	5036	1	198.57
slz_002_1864_009_129_132_e35	5139	2	389.18
slz_002_1864_009_141_144_e38	5273	1	189.65
slz_002_1864_009_17_20_e7	5198	1	192.38
slz_002_1864_009_193_196_e51	5017	5	996.61
slz_002_1864_009_197_200_e52	4845	2	412.8
slz_002_1864_009_209_212_e55	4042	2	494.8
slz_002_1864_009_21_24_e8	5181	1	193.01
slz_002_1864_009_29_32_e10	5170	1	193.42
slz_002_1864_009_69_72_e20	5259	1	190.15
slz_002_1864_009_73_76_e21	4784	3	627.09
slz_002_1864_009_81_84_e23	4587	1	218.01
slz_002_1864_009_85_88_e24	5107	6	1174.86
slz_002_1864_009_9_12_e5	4824	2	414.59
slz_002_1865_010_127_134_e19	3467	5	1442.17
slz_002_1865_010_190_197_e27	3430	1	291.55
slz_002_1865_010_206_213_e29	3546	1	282.01
slz_002_1865_010_31_38_e7	3509	1	284.98
slz_002_1865_010_334_341_e45	3813	1	262.26
slz_002_1865_010_79_86_e13	3379	1	295.95
slz_002_1865_010_95_102_e15	4084	1	244.86
slz_002_1866_011_121_128_e18	5704	1	175.32
slz_002_1866_011_153_160_e22	5537	2	361.21
slz_002_1866_011_161_168_e23	5474	1	182.68
slz_002_1866_011_177_184_e25	5737	1	174.31
slz_002_1866_011_17_24_e5	5372	1	186.15
slz_002_1866_011_185_192_e26	5634	1	177.49
slz_002_1866_011_201_208_e28	5438	3	551.67
slz_002_1866_011_217_224_e30	5745	2	348.13
slz_002_1866_011_233_240_e32	5671	1	176.34
slz_002_1866_011_249_256_e34	5672	1	176.3
slz_002_1866_011_257_264_e35	5859	1	170.68
slz_002_1866_011_25_32_e6	5743	1	174.13
slz_002_1866_011_297_304_e40	5546	6	1081.86
slz_002_1866_011_337_344_e45	5403	1	185.08
slz_002_1866_011_361_368_e48	5677	3	528.45
slz_002_1866_011_377_384_e50	5743	1	174.13
slz_002_1866_011_49_56_e9	5563	3	539.28
slz_002_1867_012_113_120_e17	5718	2	349.77
slz_002_1867_012_155_162_e22	5763	2	347.04
slz_002_1867_012_179_186_e25	5715	1	174.98
slz_002_1867_012_251_258_e34	5272	4	758.73
slz_002_1867_012_275_282_e37	5743	1	174.13
slz_002_1867_012_283_290_e38	5799	2	344.89
slz_002_1867_012_339_346_e45	5679	2	352.17
slz_002_1867_012_355_362_e47	5803	1	172.32
slz_002_1867_012_47_54_e9	5829	1	171.56
slz_002_1868_013_113_120_e17	5827	1	171.61
slz_002_1868_013_137_144_e20	5745	1	174.06
slz_002_1868_013_177_184_e25	5782	1	172.95
slz_002_1868_013_201_208_e28	5923	2	337.67
slz_002_1868_013_209_216_e29	5544	1	180.38
slz_002_1868_013_225_232_e31	5462	2	366.17
slz_002_1868_013_241_248_e33	5642	4	708.97
slz_002_1868_013_25_32_e6	5638	2	354.74
slz_002_1868_013_273_280_e37	5999	1	166.69
slz_002_1868_013_337_344_e45	5775	3	519.48
slz_002_1868_013_369_376_e49	5539	1	180.54
slz_002_1868_013_377_384_e50	5803	1	172.32
slz_002_1868_013_41_48_e8	5735	1	174.37
slz_002_1868_013_65_72_e11	5646	1	177.12
slz_002_1869_014_107_116_e16	5957	1	167.87
slz_002_1869_014_117_120_e17	2668	1	374.81
slz_002_1869_014_27_34_e6	5323	1	187.86
slz_002_1869_014_285_292_e38	5281	1	189.36
slz_002_1869_014_293_300_e39	5604	1	178.44
slz_002_1869_014_362_369_e47	4322	1	231.37
slz_002_1869_014_43_50_e8	5796	1	172.53
slz_002_1869_014_91_98_e14	5770	1	173.31
slz_002_1870_015_105_112_e16	5906	2	338.64
slz_002_1870_015_123_130_e18	5647	1	177.09
slz_002_1870_015_151_158_e21	4841	3	619.71
slz_002_1870_015_169_176_e23	5904	1	169.38
slz_002_1870_015_24_31_e6	5094	4	785.24
slz_002_1870_015_257_264_e34	5882	1	170.01
slz_002_1870_015_273_280_e36	5906	1	169.32
slz_002_1870_015_281_288_e37	6104	2	327.65
slz_002_1870_015_289_296_e38	5608	1	178.32
slz_002_1870_015_305_312_e40	5914	2	338.18
slz_002_1870_015_321_328_e42	5771	2	346.56
slz_002_1870_015_329_336_e43	6023	2	332.06
slz_002_1870_015_361_368_e47	5827	1	171.61
slz_002_1870_015_57_64_e10	5897	1	169.58
slz_002_1870_015_89_96_e14	5879	2	340.19
syn_001_1835_000_54_70_e94	6589	2	303.54
syn_001_1836_000_26_35_e90	4844	1	206.44
syn_001_1838_000_34_51_e154	6881	1	145.33
syn_001_1838_000_51_85_e157	12140	1	82.37
syn_001_1839_000_70_130_e174	19371	2	103.25
syn_001_1847_000_100_154_e248	17005	4	235.22
syn_001_1847_000_40_82_e232	14434	2	138.56
syn_001_1849_000_40_92_e112	15794	4	253.26
syn_001_1850_000_15_65_e104	15279	10	654.49
syn_001_1851_000_28_72_e108	14258	2	140.27
syn_001_1851_000_72_94_e111	7782	2	257
syn_001_1852_000_127_151_e177	9601	9	937.4
syn_001_1852_000_24_126_e176	35166	5	142.18
syn_001_1853_000_21_56_e111	11792	3	254.41
syn_001_1854_000_17_50_e83	15012	1	66.61
syn_001_1854_000_50_69_e87	9145	1	109.35
syn_001_1855_000_11_44_e91	14138	3	212.19
syn_001_1855_000_44_77_e94	17358	1	57.61
syn_001_1856_000_13_47_e83	15322	3	195.8
syn_001_1858_000_22_60_e105	15318	2	130.57
syn_001_1859_000_14_39_e50	10684	1	93.6
syn_001_1859_000_40_87_e135	17796	4	224.77
syn_001_1860_000_16_71_e104	20856	1	47.95
syn_001_1860_000_9_14_e21	2335	1	428.27
syn_001_1861_000_45_80_e114	13197	4	303.1
syn_001_1862_000_10_15_e92	2320	1	431.03
syn_001_1862_000_18_55_e94	16301	2	122.69
syn_001_1862_000_56_86_e96	9979	2	200.42
syn_001_1863_000_15_73_e128	22211	4	180.09
syn_001_1864_000_113_115_e279	730	1	1369.86
syn_001_1864_000_146_195_e282	16698	2	119.77
syn_001_1864_000_14_53_e275	13578	4	294.59
syn_001_1866_000_103_170_e183	22933	5	218.03
syn_001_1866_000_37_54_e177	7831	1	127.7
syn_001_1867_000_113_175_e190	20782	2	96.24
syn_001_1867_000_70_96_e121	11297	2	177.04
syn_001_1868_000_53_80_e159	8824	2	226.65
syn_001_1869_000_50_121_e159	24875	3	120.6
syn_001_1870_000_31_56_e187	10290	3	291.55
syn_001_1870_000_92_147_e192	17906	2	111.69
vsb_001_1854_001_111_112_e134	421	1	2375.3
vsb_001_1854_001_200_202_e233	2003	1	499.25
vsb_001_1854_001_203_203_e237	438	1	2283.11
vsb_001_1854_001_75_76_e89	1162	2	1721.17
vsb_001_1855_002_177_179_e186	1937	1	516.26
vsb_001_1855_002_18_19_e21	1041	1	960.61
vsb_001_1855_002_31_34_e32	1634	1	612
vsb_001_1855_002_57_58_e63	839	1	1191.9
vsb_001_1855_002_73_75_e75	1106	1	904.16
vsb_001_1855_002_87_89_e99	888	1	1126.13
vsb_001_1856_003_309_312_e336	347	1	2881.84
vsb_001_1858_005_196_197_e201	320	1	3125
vsb_001_1858_005_224_225_e229	450	1	2222.22
vsb_001_1858_005_244_245_e247	319	1	3134.8
vsb_001_1858_005_262_262_e264	138	1	7246.38
vsb_001_1858_005_308_309_e304	1036	1	965.25
vsb_001_1858_005_310_310_e308	287	1	3484.32
vsb_001_1858_005_340_341_e336	429	1	2331
vsb_001_1858_005_50_52_e46	834	2	2398.08
vsb_001_1858_005_87_88_e94	368	1	2717.39
vsb_001_1859_006_14_16_e24	830	7	8433.73
vsb_001_1859_006_32_35_e77	1158	15	12953.37
vsb_001_1859_006_332_337_e825	1727	1	579.04
vsb_001_1859_006_45_47_e113	844	1	1184.83
vsb_001_1859_006_52_53_e133	440	1	2272.73
vsb_001_1859_006_60_64_e152	1528	2	1308.9
vsb_001_1860_007_112_113_e94	310	1	3225.81
vsb_001_1860_007_192_196_e160	1520	1	657.89
vsb_001_1860_007_20_22_e12	881	1	1135.07
vsb_001_1860_007_223_225_e186	779	1	1283.7
vsb_001_1860_007_229_231_e190	541	1	1848.43
vsb_001_1860_007_237_242_e197	2102	1	475.74
vsb_001_1860_007_385_386_e299	641	1	1560.06
vsb_001_1860_007_387_389_e302	869	1	1150.75
vsb_001_1860_007_479_480_e377	437	1	2288.33
vsb_001_1860_007_529_532_e455	1197	1	835.42
vsb_001_1860_007_541_541_e469	284	1	3521.13
vsb_001_1860_007_577_580_e504	1329	1	752.45
vsb_001_1860_007_585_587_e514	975	1	1025.64
vsb_001_1860_007_598_599_e532	677	1	1477.1
vsb_001_1860_007_602_604_e537	642	1	1557.63
vsb_001_1860_007_610_612_e546	882	1	1133.79
vsb_001_1860_007_628_630_e566	953	1	1049.32
vsb_001_1860_007_631_631_e572	260	1	3846.15
vsb_001_1860_007_63_65_e51	932	1	1072.96
