Number,Word,Freq 1,Freq 1 (per mill),Freq 2,Freq 2 (per mill),+/-,Stat 1.,Stat 2.
5467,Guiana,103,1.05,8,0.09,+,3.48,83.18
5468,Hecke,103,1.05,8,0.09,+,3.48,83.18
5469,wundet,103,1.05,8,0.09,+,3.48,83.18
5470,Senior,103,1.05,8,0.09,+,3.48,83.18
5471,Büffel,103,1.05,8,0.09,+,3.48,83.18
5458,Solis,116,1.18,9,0.11,+,3.48,93.72
5459,umfasst,116,1.18,9,0.11,+,3.48,93.72
5460,Judith,116,1.18,9,0.11,+,3.48,93.72
5461,Möhlin,116,1.18,9,0.11,+,3.48,93.72
5463,gewehren,116,1.18,9,0.11,+,3.48,93.72
5454,Kanzlers,129,1.31,10,0.12,+,3.48,104.25
5455,Kirchweihe,129,1.31,10,0.12,+,3.48,104.25
5456,Dumpf,129,1.31,10,0.12,+,3.48,104.25
5450,6X,142,1.45,11,0.13,+,3.48,114.79
5451,liturgischen,142,1.45,11,0.13,+,3.48,114.79
5481,tüchtigere,180,1.83,14,0.16,+,3.48,145.3
5449,Schweines,181,1.84,14,0.16,+,3.48,146.39
5445,Marignano,207,2.11,16,0.19,+,3.48,167.46
5446,Zeitwörtern,207,2.11,16,0.19,+,3.48,167.46
5464,Eisenoxyd,219,2.23,17,0.2,+,3.48,176.9
5465,innerem,219,2.23,17,0.2,+,3.48,176.9
5466,Nothdürftig,219,2.23,17,0.2,+,3.48,176.9
5457,schweigend,245,2.49,19,0.22,+,3.48,197.97
5452,suisse,271,2.76,21,0.25,+,3.48,219.04
5448,Eisen¬,362,3.69,28,0.33,+,3.48,292.79
5447,Kantonsrath,401,4.08,31,0.37,+,3.48,324.39
5444,8V,453,4.61,35,0.41,+,3.48,366.53
5453,Zusammenstellung,2284,23.26,177,2.08,+,3.48,1846.08
5501,hinsichts,64,0.65,5,0.06,+,3.47,51.58
5502,l20,64,0.65,5,0.06,+,3.47,51.58
5503,Lloyd,64,0.65,5,0.06,+,3.47,51.58
5504,nerei,64,0.65,5,0.06,+,3.47,51.58
5505,Rednerbühne,64,0.65,5,0.06,+,3.47,51.58
5507,Stadtkasse,64,0.65,5,0.06,+,3.47,51.58
5508,vagen,64,0.65,5,0.06,+,3.47,51.58
5509,Dutzende,64,0.65,5,0.06,+,3.47,51.58
5510,Erdthcile,64,0.65,5,0.06,+,3.47,51.58
5511,flammt,64,0.65,5,0.06,+,3.47,51.58
5512,4836.,64,0.65,5,0.06,+,3.47,51.58
5514,Aussprnch,64,0.65,5,0.06,+,3.47,51.58
5515,Bönigen,64,0.65,5,0.06,+,3.47,51.58
5516,bewillkommt,64,0.65,5,0.06,+,3.47,51.58
5517,bleierne,64,0.65,5,0.06,+,3.47,51.58
5484,Jahrestag,77,0.78,6,0.07,+,3.47,62.11
5485,Milben,77,0.78,6,0.07,+,3.47,62.11
5488,Seim,77,0.78,6,0.07,+,3.47,62.11
5489,24k,77,0.78,6,0.07,+,3.47,62.11
5491,benu¬,77,0.78,6,0.07,+,3.47,62.11
5492,wandtschaft,77,0.78,6,0.07,+,3.47,62.11
5494,Fischetzen,77,0.78,6,0.07,+,3.47,62.11
5495,gane,77,0.78,6,0.07,+,3.47,62.11
5524,Schneedecke,115,1.17,9,0.11,+,3.47,92.62
5525,Abbö,115,1.17,9,0.11,+,3.47,92.62
5526,Ambos,115,1.17,9,0.11,+,3.47,92.62
5527,Weißtanne,115,1.17,9,0.11,+,3.47,92.62
5506,sönlichkeit,128,1.3,10,0.12,+,3.47,103.16
5486,Paderborn,154,1.57,12,0.14,+,3.47,124.23
5487,Schullieder,154,1.57,12,0.14,+,3.47,124.23
5493,entwachsen,154,1.57,12,0.14,+,3.47,124.23
5520,Mitthei¬,179,1.82,14,0.16,+,3.47,144.2
5521,Bedeutsam,179,1.82,14,0.16,+,3.47,144.2
5513,angehörenden,192,1.96,15,0.18,+,3.47,154.74
5498,Looser,205,2.09,16,0.19,+,3.47,165.27
5523,private,230,2.34,18,0.21,+,3.47,185.24
5490,Abtritte,231,2.35,18,0.21,+,3.47,186.34
5519,Nachhaltiger,243,2.47,19,0.22,+,3.47,195.78
5496,gleichlaufend,308,3.14,24,0.28,+,3.47,248.45
5500,Interpunktion,320,3.26,25,0.29,+,3.47,257.89
5528,V4,332,3.38,26,0.31,+,3.47,267.33
5518,Jahrzehnten,371,3.78,29,0.34,+,3.47,298.94
5522,Verbum,409,4.17,32,0.38,+,3.47,329.45
5482,Protestantischer,514,5.23,40,0.47,+,3.47,414.82
5483,Kiefer,668,6.8,52,0.61,+,3.47,539.05
5499,Landwirthschaftliche,2562,26.09,200,2.35,+,3.47,2065.36
5497,Sachsen,2975,30.3,232,2.73,+,3.47,2399.2
5544,heimsuchen,89,0.91,7,0.08,+,3.46,71.55
5545,Kirchcnzeitung,89,0.91,7,0.08,+,3.46,71.55
5546,Lille,89,0.91,7,0.08,+,3.46,71.55
5551,Hauptworte,89,0.91,7,0.08,+,3.46,71.55
5531,erheitert,102,1.04,8,0.09,+,3.46,82.09
5532,Gräte,102,1.04,8,0.09,+,3.46,82.09
5534,Kommis-,102,1.04,8,0.09,+,3.46,82.09
5535,naßkalten,102,1.04,8,0.09,+,3.46,82.09
5538,blutete,102,1.04,8,0.09,+,3.46,82.09
5553,Einkehr,127,1.29,10,0.12,+,3.46,102.06
5554,gläsern,127,1.29,10,0.12,+,3.46,102.06
5555,meteorologischen,127,1.29,10,0.12,+,3.46,102.06
5556,spendete,127,1.29,10,0.12,+,3.46,102.06
5557,<d,127,1.29,10,0.12,+,3.46,102.06
5541,unerreichbar,140,1.43,11,0.13,+,3.46,112.6
5547,Meisterhaft,178,1.81,14,0.16,+,3.46,143.11
5550,charakterisiren,178,1.81,14,0.16,+,3.46,143.11
5540,"3,5",191,1.95,15,0.18,+,3.46,153.64
5529,einflußreichsten,217,2.21,17,0.2,+,3.46,174.71
5530,epische,217,2.21,17,0.2,+,3.46,174.71
5542,gele¬,229,2.33,18,0.21,+,3.46,184.15
5537,Banditen,255,2.6,20,0.24,+,3.46,205.22
5552,häus¬,267,2.72,21,0.25,+,3.46,214.66
5558,-77,292,2.97,23,0.27,+,3.46,234.63
5539,Oberleitung,344,3.5,27,0.32,+,3.46,276.77
5533,Schulgemeinden,408,4.15,32,0.38,+,3.46,328.35
5543,hundes,496,5.05,39,0.46,+,3.46,398.81
5601,Heimathlos,63,0.64,5,0.06,+,3.45,50.48
5602,higkeit,63,0.64,5,0.06,+,3.45,50.48
5603,Korsika,63,0.64,5,0.06,+,3.45,50.48
5604,lederne,63,0.64,5,0.06,+,3.45,50.48
5605,Münsterkirche,63,0.64,5,0.06,+,3.45,50.48
5606,Mutach,63,0.64,5,0.06,+,3.45,50.48
5607,Nelson,63,0.64,5,0.06,+,3.45,50.48
5608,oto,63,0.64,5,0.06,+,3.45,50.48
5609,Charakteristiken,63,0.64,5,0.06,+,3.45,50.48
5611,Concordia,63,0.64,5,0.06,+,3.45,50.48
5614,Währungen,63,0.64,5,0.06,+,3.45,50.48
5615,Zugendfeste,63,0.64,5,0.06,+,3.45,50.48
5617,revisoren,63,0.64,5,0.06,+,3.45,50.48
5618,riesenhafte,63,0.64,5,0.06,+,3.45,50.48
5619,Schaumburg,63,0.64,5,0.06,+,3.45,50.48
5620,Schneeberger,63,0.64,5,0.06,+,3.45,50.48
5621,Schulver-,63,0.64,5,0.06,+,3.45,50.48
5622,Schwadronen,63,0.64,5,0.06,+,3.45,50.48
5624,"1,9",63,0.64,5,0.06,+,3.45,50.48
5625,22t,63,0.64,5,0.06,+,3.45,50.48
5626,angefertigten,63,0.64,5,0.06,+,3.45,50.48
5627,BezirkSamtmann,63,0.64,5,0.06,+,3.45,50.48
5561,Arbeiterinnen,76,0.77,6,0.07,+,3.45,61.02
5562,Borzug,76,0.77,6,0.07,+,3.45,61.02
5563,Herzenssache,76,0.77,6,0.07,+,3.45,61.02
5565,Ideales,76,0.77,6,0.07,+,3.45,61.02
5570,Decennium,76,0.77,6,0.07,+,3.45,61.02
5571,Denkübung,76,0.77,6,0.07,+,3.45,61.02
5572,entgegengesetztesten,76,0.77,6,0.07,+,3.45,61.02
5573,Forch,76,0.77,6,0.07,+,3.45,61.02
5574,gestützten,76,0.77,6,0.07,+,3.45,61.02
5578,verbat,76,0.77,6,0.07,+,3.45,61.02
5591,Auslaut,101,1.03,8,0.09,+,3.45,80.99
5592,Generalprokurator,101,1.03,8,0.09,+,3.45,80.99
5593,Grundzug,101,1.03,8,0.09,+,3.45,80.99
5594,Handwerksstand,101,1.03,8,0.09,+,3.45,80.99
5566,Lehrstoffs,114,1.16,9,0.11,+,3.45,91.53
5567,Volksfest,114,1.16,9,0.11,+,3.45,91.53
5568,werven,114,1.16,9,0.11,+,3.45,91.53
5575,Glaubersalz,114,1.16,9,0.11,+,3.45,91.53
5612,Fresse,126,1.28,10,0.12,+,3.45,100.97
5585,Genfs,139,1.42,11,0.13,+,3.45,111.5
5586,Sättigung,139,1.42,11,0.13,+,3.45,111.5
5587,kolossale,139,1.42,11,0.13,+,3.45,111.5
5588,naturf,139,1.42,11,0.13,+,3.45,111.5
5589,anstoßende,139,1.42,11,0.13,+,3.45,111.5
5564,hohler,152,1.55,12,0.14,+,3.45,122.04
5569,Coadjutor,152,1.55,12,0.14,+,3.45,122.04
5577,Ursprache,152,1.55,12,0.14,+,3.45,122.04
5598,cc>,164,1.67,13,0.15,+,3.45,131.48
5582,Absch,177,1.8,14,0.16,+,3.45,142.01
5583,Erdgeschoß,177,1.8,14,0.16,+,3.45,142.01
5584,Front,177,1.8,14,0.16,+,3.45,142.01
5613,Vorstädte,189,1.92,15,0.18,+,3.45,151.45
5616,Reischen,189,1.92,15,0.18,+,3.45,151.45
5595,Lindern,202,2.06,16,0.19,+,3.45,161.99
5581,Straßen¬,215,2.19,17,0.2,+,3.45,172.52
5600,Missouri,227,2.31,18,0.21,+,3.45,181.96
5610,Christlichem,252,2.57,20,0.24,+,3.45,201.94
5576,Prägen,266,2.71,21,0.25,+,3.45,213.56
5580,Schuldienste,329,3.35,26,0.31,+,3.45,264.05
5596,500.,366,3.73,29,0.34,+,3.45,293.46
5579,Belfort,443,4.51,35,0.41,+,3.45,355.57
5590,Schulzucht,619,6.3,49,0.58,+,3.45,496.49
5623,Ulysses,693,7.06,55,0.65,+,3.45,555.32
5599,eingeweiht,782,7.96,62,0.73,+,3.45,626.88
5597,4V,959,9.77,76,0.89,+,3.45,768.89
5633,2'/2,88,0.9,7,0.08,+,3.44,70.46
5635,Physikalisches,88,0.9,7,0.08,+,3.44,70.46
5636,Preisfrage,88,0.9,7,0.08,+,3.44,70.46
5640,571.,113,1.15,9,0.11,+,3.44,90.43
5641,bedeutenderen,113,1.15,9,0.11,+,3.44,90.43
5643,Spätherbste,138,1.41,11,0.13,+,3.44,110.41
5644,Fabrizius,138,1.41,11,0.13,+,3.44,110.41
5631,feierliches,151,1.54,12,0.14,+,3.44,120.94
5648,kegelförmig,163,1.66,13,0.15,+,3.44,130.38
5634,Iris,176,1.79,14,0.16,+,3.44,140.92
5638,Dörflein,201,2.05,16,0.19,+,3.44,160.89
5629,erfreu¬,214,2.18,17,0.2,+,3.44,171.43
5642,Sämmtliches,226,2.3,18,0.21,+,3.44,180.87
5650,Canada,263,2.68,21,0.25,+,3.44,210.28
5637,Sängerfest,264,2.69,21,0.25,+,3.44,211.38
5646,intervention,276,2.81,22,0.26,+,3.44,220.82
5651,eulen,288,2.93,23,0.27,+,3.44,230.26
5649,Schulkasse,376,3.83,30,0.35,+,3.44,300.72
5645,WaleS,414,4.22,33,0.39,+,3.44,331.23
5628,Andeutung,554,5.64,44,0.52,+,3.44,443.82
5639,Winkels,603,6.14,48,0.57,+,3.44,482.68
5652,geist¬,826,8.41,66,0.78,+,3.44,660.27
5630,verabreicht,1095,11.15,87,1.02,+,3.44,877.11
5632,Brasilien,1270,12.93,101,1.19,+,3.44,1016.93
5656,fünfjährige,75,0.76,6,0.07,+,3.43,59.92
5657,Folgerichtigkeit,75,0.76,6,0.07,+,3.43,59.92
5658,gruppenweise,75,0.76,6,0.07,+,3.43,59.92
5659,Schorsch,75,0.76,6,0.07,+,3.43,59.92
5660,Stockhornkette,75,0.76,6,0.07,+,3.43,59.92
5663,Hinwcil,75,0.76,6,0.07,+,3.43,59.92
5664,integrirenden,75,0.76,6,0.07,+,3.43,59.92
5666,kalen,75,0.76,6,0.07,+,3.43,59.92
5667,leins,75,0.76,6,0.07,+,3.43,59.92
5668,Mittagszeit,75,0.76,6,0.07,+,3.43,59.92
5670,12—14,75,0.76,6,0.07,+,3.43,59.92
5676,beseligende,75,0.76,6,0.07,+,3.43,59.92
5699,quadratische,87,0.89,7,0.08,+,3.43,69.37
5701,Tiran,87,0.89,7,0.08,+,3.43,69.37
5702,unangenehmer,87,0.89,7,0.08,+,3.43,69.37
5703,verkriechen,87,0.89,7,0.08,+,3.43,69.37
5705,Dissidenten,87,0.89,7,0.08,+,3.43,69.37
5706,entwickelter,87,0.89,7,0.08,+,3.43,69.37
5707,HildeSheim,87,0.89,7,0.08,+,3.43,69.37
5708,lobens-,87,0.89,7,0.08,+,3.43,69.37
5709,Menschenhänden,87,0.89,7,0.08,+,3.43,69.37
5710,mesen,87,0.89,7,0.08,+,3.43,69.37
5711,ausgespannt,87,0.89,7,0.08,+,3.43,69.37
5712,bewaldet,87,0.89,7,0.08,+,3.43,69.37
5654,eingedrückt,100,1.02,8,0.09,+,3.43,79.9
5669,Pharisäern,100,1.02,8,0.09,+,3.43,79.9
5673,450.,100,1.02,8,0.09,+,3.43,79.9
5677,bildungsfähig,100,1.02,8,0.09,+,3.43,79.9
5655,Fäßchen,125,1.27,10,0.12,+,3.43,99.87
5661,unterhaltenden,125,1.27,10,0.12,+,3.43,99.87
5662,vergeudet,125,1.27,10,0.12,+,3.43,99.87
5672,331.,125,1.27,10,0.12,+,3.43,99.87
5693,temps,137,1.4,11,0.13,+,3.43,109.32
5694,herbeizuschaffen,137,1.4,11,0.13,+,3.43,109.32
5653,dotirt,150,1.53,12,0.14,+,3.43,119.85
5671,2ahr,150,1.53,12,0.14,+,3.43,119.85
5691,drgl,162,1.65,13,0.15,+,3.43,129.29
5674,abstrahirt,175,1.78,14,0.16,+,3.43,139.82
5686,Stahlfedern,187,1.9,15,0.18,+,3.43,149.27
5687,Festungswerke,187,1.9,15,0.18,+,3.43,149.27
5688,ganje,187,1.9,15,0.18,+,3.43,149.27
5675,Übersicht,200,2.04,16,0.19,+,3.43,159.8
5683,Kantonsregierungen,212,2.16,17,0.2,+,3.43,169.24
5684,Pagig,212,2.16,17,0.2,+,3.43,169.24
5696,Flehe,224,2.28,18,0.21,+,3.43,178.68
5678,Bräunlich,225,2.29,18,0.21,+,3.43,179.77
5714,132.,236,2.4,19,0.22,+,3.43,188.12
5681,Rüssel,237,2.41,19,0.22,+,3.43,189.22
5695,ehren¬,249,2.54,20,0.24,+,3.43,198.66
5700,Rezensionen,261,2.66,21,0.25,+,3.43,208.1
5704,Direk¬,261,2.66,21,0.25,+,3.43,208.1
5698,Sohle,286,2.91,23,0.27,+,3.43,228.07
5679,vorherrscht,300,3.06,24,0.28,+,3.43,239.7
5690,Meiringen,324,3.3,26,0.31,+,3.43,258.58
5689,jüdische,349,3.55,28,0.33,+,3.43,278.56
5697,ErzbischofS,485,4.94,39,0.46,+,3.43,386.78
5685,Kubikfuß,935,9.52,75,0.88,+,3.43,746.33
5682,Nachzuweisen,948,9.65,76,0.89,+,3.43,756.86
5692,Silben,972,9.9,78,0.92,+,3.43,775.75
5680,Referent,2760,28.11,221,2.6,+,3.43,2204.52
5665,Jlanz,3025,30.81,242,2.85,+,3.43,2417.0
5713,lehrmittel,7058,71.88,568,6.69,+,3.43,5627.19
5720,26°,62,0.63,5,0.06,+,3.42,49.39
5721,Aeußerst,62,0.63,5,0.06,+,3.42,49.39
5722,Azmoos,62,0.63,5,0.06,+,3.42,49.39
5724,Black,62,0.63,5,0.06,+,3.42,49.39
5726,dotirten,62,0.63,5,0.06,+,3.42,49.39
5729,Felsenburg,62,0.63,5,0.06,+,3.42,49.39
5730,Forstbeamte,62,0.63,5,0.06,+,3.42,49.39
5731,Fresser,62,0.63,5,0.06,+,3.42,49.39
5732,Gurgel,62,0.63,5,0.06,+,3.42,49.39
5733,Rezensenten,62,0.63,5,0.06,+,3.42,49.39
5734,schwierigeren,62,0.63,5,0.06,+,3.42,49.39
5735,servile,62,0.63,5,0.06,+,3.42,49.39
5737,Töpferwaaren,62,0.63,5,0.06,+,3.42,49.39
5738,Kirchweih,62,0.63,5,0.06,+,3.42,49.39
5739,LandSlcuten,62,0.63,5,0.06,+,3.42,49.39
5740,lichtung,62,0.63,5,0.06,+,3.42,49.39
5741,mehrende,62,0.63,5,0.06,+,3.42,49.39
5743,Nachdenkt,62,0.63,5,0.06,+,3.42,49.39
5745,pensums,62,0.63,5,0.06,+,3.42,49.39
5764,Champagner,74,0.75,6,0.07,+,3.42,58.83
5766,Feldmarschall,74,0.75,6,0.07,+,3.42,58.83
5768,Gersbach,74,0.75,6,0.07,+,3.42,58.83
5770,Präsiden¬,74,0.75,6,0.07,+,3.42,58.83
5771,ständnisse,74,0.75,6,0.07,+,3.42,58.83
5772,Stümper,74,0.75,6,0.07,+,3.42,58.83
5774,Trimmiser,74,0.75,6,0.07,+,3.42,58.83
5775,UnfleißeS,74,0.75,6,0.07,+,3.42,58.83
5776,Unmäßigkeit,74,0.75,6,0.07,+,3.42,58.83
5777,Unn,74,0.75,6,0.07,+,3.42,58.83
5779,"12,3",74,0.75,6,0.07,+,3.42,58.83
5780,361.,74,0.75,6,0.07,+,3.42,58.83
5781,739.,74,0.75,6,0.07,+,3.42,58.83
5783,Malaien,74,0.75,6,0.07,+,3.42,58.83
5784,Mährchcn,74,0.75,6,0.07,+,3.42,58.83
5749,wüsche,99,1.01,8,0.09,+,3.42,78.81
5750,Räubereien,99,1.01,8,0.09,+,3.42,78.81
5763,Vorzüglichkeit,111,1.13,9,0.11,+,3.42,88.25
5767,freieren,111,1.13,9,0.11,+,3.42,88.25
5782,Brüt,111,1.13,9,0.11,+,3.42,88.25
5785,Oesterreichische,111,1.13,9,0.11,+,3.42,88.25
5786,pflücken,111,1.13,9,0.11,+,3.42,88.25
5719,1W,124,1.26,10,0.12,+,3.42,98.78
5723,begrüßten,124,1.26,10,0.12,+,3.42,98.78
5727,einflößte,124,1.26,10,0.12,+,3.42,98.78
5728,Einverständnisses,124,1.26,10,0.12,+,3.42,98.78
5736,Stündchen,124,1.26,10,0.12,+,3.42,98.78
5742,mussten,124,1.26,10,0.12,+,3.42,98.78
5744,PassuS,124,1.26,10,0.12,+,3.42,98.78
5755,schmucke,136,1.38,11,0.13,+,3.42,108.22
5756,versitäten,136,1.38,11,0.13,+,3.42,108.22
5769,Harze,148,1.51,12,0.14,+,3.42,117.67
5715,Bittererde,149,1.52,12,0.14,+,3.42,118.76
5747,Apost,161,1.64,13,0.15,+,3.42,128.2
5758,Geschiedene,173,1.76,14,0.16,+,3.42,137.64
5759,vorangestellt,173,1.76,14,0.16,+,3.42,137.64
5778,verletzte,185,1.88,15,0.18,+,3.42,147.08
5725,diesel¬,186,1.89,15,0.18,+,3.42,148.17
5760,dreizehnten,247,2.52,20,0.24,+,3.42,196.47
5752,Unbestritten,334,3.4,27,0.32,+,3.42,265.84
5765,Endpunkte,370,3.77,30,0.35,+,3.42,294.17
5773,Toskana,370,3.77,30,0.35,+,3.42,294.17
5761,Krank¬,395,4.02,32,0.38,+,3.42,314.14
5762,Vicar,395,4.02,32,0.38,+,3.42,314.14
5717,Gummi,422,4.3,34,0.4,+,3.42,336.3
5746,wirthschaftlichen,545,5.55,44,0.52,+,3.42,433.99
5753,Dialekt,569,5.79,46,0.54,+,3.42,452.87
5716,Ausgetreten,571,5.81,46,0.54,+,3.42,455.06
5751,StrebenS,594,6.05,48,0.57,+,3.42,472.85
5754,Nidwalden,705,7.18,57,0.67,+,3.42,561.1
5757,bedeu¬,816,8.31,66,0.78,+,3.42,649.35
5718,ausgeführten,868,8.84,70,0.82,+,3.42,691.48
5800,Erzbischos,86,0.88,7,0.08,+,3.41,68.28
5801,Forli,86,0.88,7,0.08,+,3.41,68.28
5802,Leoparden,86,0.88,7,0.08,+,3.41,68.28
5803,Luftschichten,86,0.88,7,0.08,+,3.41,68.28
5804,Oeffnen,86,0.88,7,0.08,+,3.41,68.28
5805,Blust,86,0.88,7,0.08,+,3.41,68.28
5806,punt,86,0.88,7,0.08,+,3.41,68.28
5808,testirt,86,0.88,7,0.08,+,3.41,68.28
5821,18ten,98,1.0,8,0.09,+,3.41,77.72
5823,Würtembcrg,98,1.0,8,0.09,+,3.41,77.72
5824,Zentralisation,98,1.0,8,0.09,+,3.41,77.72
5825,rückens,98,1.0,8,0.09,+,3.41,77.72
5797,Majestätische,123,1.25,10,0.12,+,3.41,97.69
5798,Parlaments,123,1.25,10,0.12,+,3.41,97.69
5810,Mitlaut,135,1.37,11,0.13,+,3.41,107.13
5811,sauf,135,1.37,11,0.13,+,3.41,107.13
5812,terrains,135,1.37,11,0.13,+,3.41,107.13
5820,mö¬,147,1.5,12,0.14,+,3.41,116.58
5822,Wünschenswert,147,1.5,12,0.14,+,3.41,116.58
5794,rüber,160,1.63,13,0.15,+,3.41,127.11
5795,Maira,160,1.63,13,0.15,+,3.41,127.11
5807,Spar¬,172,1.75,14,0.16,+,3.41,136.55
5813,schleicht,184,1.87,15,0.18,+,3.41,145.99
5814,Burschen,184,1.87,15,0.18,+,3.41,145.99
5815,gearbeiteten,184,1.87,15,0.18,+,3.41,145.99
5791,Weiterbildung,197,2.01,16,0.19,+,3.41,156.53
5792,Hernieder,197,2.01,16,0.19,+,3.41,156.53
5790,vorangeht,234,2.38,19,0.22,+,3.41,185.94
5799,gearbeitete,246,2.51,20,0.24,+,3.41,195.38
5789,erstreben,271,2.76,22,0.26,+,3.41,215.36
5787,Zeug¬,345,3.51,28,0.33,+,3.41,274.19
5819,ins¬,392,3.99,32,0.38,+,3.41,310.87
5826,Tillier,392,3.99,32,0.38,+,3.41,310.87
5809,landwirthschaft-,393,4.0,32,0.38,+,3.41,311.96
5816,Aeußern,417,4.25,34,0.4,+,3.41,330.84
5818,Niedergelassene,429,4.37,35,0.41,+,3.41,340.29
5788,Grundsätzlich,579,5.9,47,0.55,+,3.41,460.13
5796,3V,1452,14.79,118,1.39,+,3.41,1153.43
5839,Katechis¬,61,0.62,5,0.06,+,3.4,48.3
5840,kort,61,0.62,5,0.06,+,3.4,48.3
5841,lieblichem,61,0.62,5,0.06,+,3.4,48.3
5844,denfelben,61,0.62,5,0.06,+,3.4,48.3
5845,dichtere,61,0.62,5,0.06,+,3.4,48.3
5847,Grundbegriff,61,0.62,5,0.06,+,3.4,48.3
5848,wcnn's,61,0.62,5,0.06,+,3.4,48.3
5849,Windeln,61,0.62,5,0.06,+,3.4,48.3
5851,Uebrigenö,61,0.62,5,0.06,+,3.4,48.3
5858,hinzugesetzt,73,0.74,6,0.07,+,3.4,57.74
5859,Jahrcn,73,0.74,6,0.07,+,3.4,57.74
5860,Plackereien,73,0.74,6,0.07,+,3.4,57.74
5861,Polirt,73,0.74,6,0.07,+,3.4,57.74
5862,2L9,73,0.74,6,0.07,+,3.4,57.74
5863,677.,73,0.74,6,0.07,+,3.4,57.74
5864,Buchegg,73,0.74,6,0.07,+,3.4,57.74
5866,Fahrbahn,73,0.74,6,0.07,+,3.4,57.74
5867,folgender¬,73,0.74,6,0.07,+,3.4,57.74
5868,hörende,73,0.74,6,0.07,+,3.4,57.74
5869,Waldbesitzer,73,0.74,6,0.07,+,3.4,57.74
5870,Wogte,73,0.74,6,0.07,+,3.4,57.74
5832,chinesischer,110,1.12,9,0.11,+,3.4,87.16
5833,Familienkreise,110,1.12,9,0.11,+,3.4,87.16
5835,auswandernden,110,1.12,9,0.11,+,3.4,87.16
5842,Niederung,122,1.24,10,0.12,+,3.4,96.6
5843,Cinuskel,122,1.24,10,0.12,+,3.4,96.6
5846,Erlerne,122,1.24,10,0.12,+,3.4,96.6
5850,Schriftzeichen,122,1.24,10,0.12,+,3.4,96.6
5852,Verdankung,122,1.24,10,0.12,+,3.4,96.6
5865,Dolomit,146,1.49,12,0.14,+,3.4,115.49
5828,Barmherzige,159,1.62,13,0.15,+,3.4,126.02
5829,Skandal,159,1.62,13,0.15,+,3.4,126.02
5830,gramme,159,1.62,13,0.15,+,3.4,126.02
5837,gegrüßt,171,1.74,14,0.16,+,3.4,135.46
5855,Raschem,195,1.99,16,0.19,+,3.4,154.35
5856,schulpflichtig,195,1.99,16,0.19,+,3.4,154.35
5857,Unbesetzt,207,2.11,17,0.2,+,3.4,163.79
5834,9V,220,2.24,18,0.21,+,3.4,174.32
5836,gebotenen,391,3.98,32,0.38,+,3.4,309.78
5854,minderjährige,451,4.59,37,0.44,+,3.4,356.99
5827,/o,465,4.74,38,0.45,+,3.4,368.61
5831,gerückt,489,4.98,40,0.47,+,3.4,387.5
5853,Schuljugend,1122,11.43,92,1.08,+,3.4,888.31
5838,Irland,1551,15.79,127,1.5,+,3.4,1228.6
5874,dictiren,85,0.87,7,0.08,+,3.39,67.19
5876,Stafel,85,0.87,7,0.08,+,3.39,67.19
5877,unwohl,85,0.87,7,0.08,+,3.39,67.19
5879,Landv,85,0.87,7,0.08,+,3.39,67.19
5881,nutz¬,85,0.87,7,0.08,+,3.39,67.19
5882,anzureihen,85,0.87,7,0.08,+,3.39,67.19
5883,beaufsichtiget,85,0.87,7,0.08,+,3.39,67.19
5886,Schleift,97,0.99,8,0.09,+,3.39,76.63
5887,Schulvercin,97,0.99,8,0.09,+,3.39,76.63
5888,soren,97,0.99,8,0.09,+,3.39,76.63
5889,"9,5",97,0.99,8,0.09,+,3.39,76.63
5890,anstieg,97,0.99,8,0.09,+,3.39,76.63
5893,ibreS,109,1.11,9,0.11,+,3.39,86.07
5894,Losreißung,109,1.11,9,0.11,+,3.39,86.07
5895,broch,109,1.11,9,0.11,+,3.39,86.07
5898,Ehr¬,121,1.23,10,0.12,+,3.39,95.51
5899,Hochaltar,121,1.23,10,0.12,+,3.39,95.51
5900,Naturforschung,121,1.23,10,0.12,+,3.39,95.51
5904,X4,133,1.35,11,0.13,+,3.39,104.96
5905,Schmitt,133,1.35,11,0.13,+,3.39,104.96
5906,Steinhauer,145,1.48,12,0.14,+,3.39,114.4
5907,ankamen,145,1.48,12,0.14,+,3.39,114.4
5908,Bauplan,145,1.48,12,0.14,+,3.39,114.4
5872,Bedeutungsvoll,158,1.61,13,0.15,+,3.39,124.93
5875,dreistimmigen,170,1.73,14,0.16,+,3.39,134.37
5880,löscht,170,1.73,14,0.16,+,3.39,134.37
5885,harmlos,182,1.85,15,0.18,+,3.39,143.82
5873,Domkirche,316,3.22,26,0.31,+,3.39,249.86
5884,Rosenkranz,352,3.58,29,0.34,+,3.39,278.19
5901,herangebildet,375,3.82,31,0.37,+,3.39,295.99
5892,Religions¬,400,4.07,33,0.39,+,3.39,315.96
5871,beinen,450,4.58,37,0.44,+,3.39,355.91
5878,Hemmend,510,5.19,42,0.49,+,3.39,403.12
5897,1k,593,6.04,49,0.58,+,3.39,468.13
5891,Hinweil,970,9.88,80,0.94,+,3.39,766.29
5902,Altersjahre,1016,10.35,84,0.99,+,3.39,801.89
5903,Pestalozzi's,1149,11.7,95,1.12,+,3.39,906.85
5926,äffe,60,0.61,5,0.06,+,3.38,47.21
5928,Befestigungen,60,0.61,5,0.06,+,3.38,47.21
5929,Beitage,60,0.61,5,0.06,+,3.38,47.21
5932,Besingen,60,0.61,5,0.06,+,3.38,47.21
5938,Lupfig,60,0.61,5,0.06,+,3.38,47.21
