Number;Word;Freq 1;Freq 1 (per mill);Freq 2;Freq 2 (per mill);+/-;Stat 1.;Stat 2.
12941;reglementarisch;108;1.1;23;0.27;+;2.02;48.23
12942;Tummelplatz;108;1.1;23;0.27;+;2.02;48.23
12943;Gellert;108;1.1;23;0.27;+;2.02;48.23
12944;Irdisches;131;1.33;28;0.33;+;2.02;58.3
12945;f„ltige;131;1.33;28;0.33;+;2.02;58.3
12946;Befangenen;136;1.38;29;0.34;+;2.02;60.66
12947;Sett;136;1.38;29;0.34;+;2.02;60.66
12948;ersetzte;136;1.38;29;0.34;+;2.02;60.66
12949;Wichtrach;150;1.53;32;0.38;+;2.02;66.88
12950;Blutig;159;1.62;34;0.4;+;2.02;70.73
12951;textes;169;1.72;36;0.42;+;2.02;75.45
12952;Ausbeuten;173;1.76;37;0.44;+;2.02;76.95
12953;Luvis;173;1.76;37;0.44;+;2.02;76.95
12954;Mtze;183;1.86;39;0.46;+;2.02;81.67
12955;SoS;187;1.9;40;0.47;+;2.02;83.16
12956;ersprieálicher;192;1.96;41;0.48;+;2.02;85.52
12957;Seitenstich;201;2.05;43;0.51;+;2.02;89.38
12958;Lyrischen;202;2.06;43;0.51;+;2.02;90.24
12959;brechung;206;2.1;44;0.52;+;2.02;91.74
12960;Disch;206;2.1;44;0.52;+;2.02;91.74
12961;Horizonte;216;2.2;46;0.54;+;2.02;96.46
12962;indische;235;2.39;50;0.59;+;2.02;105.03
12963;ersch”pfend;286;2.91;61;0.72;+;2.02;127.54
12964;affen;295;3;63;0.74;+;2.02;131.39
12965;Jesum;300;3.06;64;0.75;+;2.02;133.75
12966;Angethan;301;3.07;64;0.75;+;2.02;134.61
12967;Waat;403;4.1;86;1.01;+;2.02;179.62
12968;gnstigere;426;4.34;91;1.07;+;2.02;189.69
12969;guler;463;4.72;99;1.17;+;2.02;205.98
12970;st”cke;474;4.83;101;1.19;+;2.02;211.56
12971;St„be;512;5.21;109;1.28;+;2.02;228.71
12972;f„den;586;5.97;125;1.47;+;2.02;261.29
12973;Sprechende;623;6.34;133;1.57;+;2.02;277.58
12974;offenbart;693;7.06;148;1.74;+;2.02;308.66
12975;set;706;7.19;151;1.78;+;2.02;314.01
12976;rckte;751;7.65;160;1.88;+;2.02;335.24
12977;Staatskasse;776;7.9;165;1.94;+;2.02;347.03
12978;Hahn;1045;10.64;223;2.63;+;2.02;465.77
12979;angelangt;1258;12.81;268;3.16;+;2.02;561.59
12980;Weinbau;1464;14.91;313;3.69;+;2.02;651.39
12981;Angeregt;1749;17.81;373;4.39;+;2.02;780.01
12982;Auftreten;2183;22.23;464;5.46;+;2.02;976.59
12983;hinsichtlich;4763;48.5;1018;11.99;+;2.02;2119.91
12984;geª;47159;480.25;10068;118.54;+;2.02;21016.77
12985;Erhard;98;1;21;0.25;+;2.01;43.51
12986;IV-;98;1;21;0.25;+;2.01;43.51
12987;383.;98;1;21;0.25;+;2.01;43.51
12988;winkte;98;1;21;0.25;+;2.01;43.51
12989;hierseitS;107;1.09;23;0.27;+;2.01;47.37
12990;mangle;107;1.09;23;0.27;+;2.01;47.37
12991;Schl”áchen;107;1.09;23;0.27;+;2.01;47.37
12992;Glarnern;112;1.14;24;0.28;+;2.01;49.73
12993;Fnfundzwanzig;121;1.23;26;0.31;+;2.01;53.59
12994;Brnig;126;1.28;27;0.32;+;2.01;55.94
12995;310.;130;1.32;28;0.33;+;2.01;57.44
12996;zersetzt;135;1.37;29;0.34;+;2.01;59.8
12997;verpflichª;140;1.43;30;0.35;+;2.01;62.16
12998;Schisma;154;1.57;33;0.39;+;2.01;68.37
12999;Arabische;154;1.57;33;0.39;+;2.01;68.37
13000;Gl„nzendes;163;1.66;35;0.41;+;2.01;72.23
13001;Pflge;181;1.84;39;0.46;+;2.01;79.95
13002;geistreich;182;1.85;39;0.46;+;2.01;80.81
13003;1818.;186;1.89;40;0.47;+;2.01;82.31
13004;Unterengadiner;191;1.95;41;0.48;+;2.01;84.66
13005;--4;195;1.99;42;0.49;+;2.01;86.17
13006;Alphtte;195;1.99;42;0.49;+;2.01;86.17
13007;KSnacht;195;1.99;42;0.49;+;2.01;86.17
13008;Probstei;196;2;42;0.49;+;2.01;87.02
13009;ToneS;205;2.09;44;0.52;+;2.01;90.88
13010;aufzubringen;205;2.09;44;0.52;+;2.01;90.88
13011;Bernard;205;2.09;44;0.52;+;2.01;90.88
13012;Psychologische;214;2.18;46;0.54;+;2.01;94.74
13013;beliebter;219;2.23;47;0.55;+;2.01;97.1
13014;Pr„siª;219;2.23;47;0.55;+;2.01;97.1
13015;genaueres;228;2.32;49;0.58;+;2.01;100.95
13016;Brngg;233;2.37;50;0.59;+;2.01;103.31
13017;lischer;233;2.37;50;0.59;+;2.01;103.31
13018;L„ndliche;252;2.57;54;0.64;+;2.01;111.89
13019;abgel”st;261;2.66;56;0.66;+;2.01;115.74
13020;Paragraph;270;2.75;58;0.68;+;2.01;119.6
13021;Verschied;270;2.75;58;0.68;+;2.01;119.6
13022;Naturereignisse;271;2.76;58;0.68;+;2.01;120.46
13023;ausgewandert;271;2.76;58;0.68;+;2.01;120.46
13024;Provinzial;274;2.79;59;0.69;+;2.01;121.1
13025;sorgsame;279;2.84;60;0.71;+;2.01;123.46
13026;apostels;284;2.89;61;0.72;+;2.01;125.82
13027;Heimkehr;307;3.13;66;0.78;+;2.01;135.89
13028;abschlieáen;335;3.41;72;0.85;+;2.01;148.32
13029;krzerer;335;3.41;72;0.85;+;2.01;148.32
13030;schmilzt;350;3.56;75;0.88;+;2.01;155.4
13031;kr„nze;353;3.59;76;0.89;+;2.01;156.04
13032;stungen;368;3.75;79;0.93;+;2.01;163.11
13033;erfahª;462;4.7;99;1.17;+;2.01;205.12
13034;Schulstunden;517;5.26;111;1.31;+;2.01;229.13
13035;Stkke;535;5.45;115;1.35;+;2.01;236.85
13036;n„hen;542;5.52;116;1.37;+;2.01;240.92
13037;Begonnene;576;5.87;124;1.46;+;2.01;254.64
13038;individualit„t;578;5.89;124;1.46;+;2.01;256.35
13039;H”rner;648;6.6;139;1.64;+;2.01;287.43
13040;ouch;658;6.7;141;1.66;+;2.01;292.15
13041;reduzirt;663;6.75;142;1.67;+;2.01;294.51
13042;anzuregen;835;8.5;179;2.11;+;2.01;370.6
13043;bet;865;8.81;186;2.19;+;2.01;382.81
13044;einschreiten;925;9.42;198;2.33;+;2.01;411.11
13045;Seelsorge;961;9.79;206;2.43;+;2.01;426.54
13046;200.;1003;10.21;216;2.54;+;2.01;443.26
13047;scharfen;1026;10.45;221;2.6;+;2.01;453.33
13048;Sang;1163;11.84;250;2.94;+;2.01;514.85
13049;blume;1245;12.68;267;3.14;+;2.01;552.36
13050;Girard;1546;15.74;332;3.91;+;2.01;685.04
13051;versetzt;2300;23.42;494;5.82;+;2.01;1018.99
13052;Pl”tzlich;3109;31.66;667;7.85;+;2.01;1378.88
13053;maáe;5575;56.77;1198;14.11;+;2.01;2468.86
13054;Praktischen;5706;58.11;1229;14.47;+;2.01;2521.39
13055;Iii;8506;86.62;1821;21.44;+;2.01;3780.1
13056;zuzuwarten;102;1.04;22;0.26;+;2;45.01
13057;Linearzeichnung;111;1.13;24;0.28;+;2;48.87
13058;gesegnetem;111;1.13;24;0.28;+;2;48.87
13059;Adjutanten;120;1.22;26;0.31;+;2;52.73
13060;erm„áigt;120;1.22;26;0.31;+;2;52.73
13061;Gemthsstimmung;120;1.22;26;0.31;+;2;52.73
13062;prak;125;1.27;27;0.32;+;2;55.09
13063;382.;125;1.27;27;0.32;+;2;55.09
13064;abgedankt;125;1.27;27;0.32;+;2;55.09
13065;denz;139;1.42;30;0.35;+;2;61.3
13066;Geistesanlagen;139;1.42;30;0.35;+;2;61.3
13067;Zahm;139;1.42;30;0.35;+;2;61.3
13068;Zollikon;143;1.46;31;0.37;+;2;62.8
13069;abl”sen;143;1.46;31;0.37;+;2;62.8
13070;Pflichtgem„á;148;1.51;32;0.38;+;2;65.16
13071;Aarª;157;1.6;34;0.4;+;2;69.02
13072;Rechnungsfhrung;166;1.69;36;0.42;+;2;72.88
13073;Theresia;166;1.69;36;0.42;+;2;72.88
13074;antike;180;1.83;39;0.46;+;2;79.09
13075;dunklen;180;1.83;39;0.46;+;2;79.09
13076;Geehrte;189;1.92;41;0.48;+;2;82.95
13077;”fª;190;1.93;41;0.48;+;2;83.81
13078;trauern;203;2.07;44;0.52;+;2;89.17
13079;verst„ndª;203;2.07;44;0.52;+;2;89.17
13080;eine”;226;2.3;49;0.58;+;2;99.24
13081;Hegte;232;2.36;50;0.59;+;2;102.46
13082;Hauptrolle;254;2.59;55;0.65;+;2;111.67
13083;Domherr;277;2.82;60;0.71;+;2;121.75
13084;Riechen;315;3.21;68;0.8;+;2;138.89
13085;Kirchensatz;323;3.29;70;0.82;+;2;141.9
13086;„uáerlichen;333;3.39;72;0.85;+;2;146.61
13087;Vornehmer;337;3.43;73;0.86;+;2;148.11
13088;sas;351;3.57;76;0.89;+;2;154.33
13089;Errichª;357;3.64;77;0.91;+;2;157.54
13090;Geleise;383;3.9;83;0.98;+;2;168.26
13091;Sogen;388;3.95;84;0.99;+;2;170.62
13092;gestrebt;401;4.08;87;1.02;+;2;175.98
13093;khne;429;4.37;93;1.1;+;2;188.41
13094;dichters;515;5.24;111;1.31;+;2;227.42
13095;Th„te;519;5.29;112;1.32;+;2;228.92
13096;Hochmuth;537;5.47;116;1.37;+;2;236.64
13097;Mager;661;6.73;143;1.68;+;2;290.87
13098;weshalb;668;6.8;144;1.7;+;2;294.94
13099;studirt;698;7.11;151;1.78;+;2;307.16
13100;erlebt;812;8.27;176;2.07;+;2;356.68
13101;BaueS;844;8.59;183;2.15;+;2;370.61
13102;Unterbrechung;894;9.1;193;2.27;+;2;394.18
13103;P„dagogen;1013;10.32;219;2.58;+;2;446.05
13104;zellen;1039;10.58;225;2.65;+;2;456.78
13105;Rindvieh;1347;13.72;292;3.44;+;2;591.61
13106;folgendermaáen;1547;15.75;335;3.94;+;2;680.13
13107;Spezielle;1649;16.79;357;4.2;+;2;725.14
13108;Geschichtliche;1886;19.21;408;4.8;+;2;829.95
13109;Ohren;1995;20.32;430;5.06;+;2;880.96
13110;Erz„hlung;2777;28.28;600;7.06;+;2;1223.5
13111;schulwesenS;4442;45.24;961;11.32;+;2;1954.67
13112;Deáhalb;7556;76.95;1631;19.2;+;2;3332.11
13113;Ehrfurchtsvoll;110;1.12;24;0.28;+;1.99;48.02
13114;1646.;115;1.17;25;0.29;+;1.99;50.37
13115;ausgedehntem;115;1.17;25;0.29;+;1.99;50.37
13116;auáerordentlichem;124;1.26;27;0.32;+;1.99;54.23
13117;Haushalte;124;1.26;27;0.32;+;1.99;54.23
13118;Privatgtern;124;1.26;27;0.32;+;1.99;54.23
13119;sonderen;138;1.41;30;0.35;+;1.99;60.45
13120;239.;147;1.5;32;0.38;+;1.99;64.31
13121;berschaut;147;1.5;32;0.38;+;1.99;64.31
13122;Lehrerwohnungen;147;1.5;32;0.38;+;1.99;64.31
13123;beherrschung;152;1.55;33;0.39;+;1.99;66.66
13124;ungef„hren;161;1.64;35;0.41;+;1.99;70.52
13125;ordinirt;165;1.68;36;0.42;+;1.99;72.03
13126;abgehauen;165;1.68;36;0.42;+;1.99;72.03
13127;ScewiS;165;1.68;36;0.42;+;1.99;72.03
13128;erwiderte;165;1.68;36;0.42;+;1.99;72.03
13129;bung;198;2.02;43;0.51;+;1.99;86.81
13130;Sui;212;2.16;46;0.54;+;1.99;93.03
13131;hintereinander;212;2.16;46;0.54;+;1.99;93.03
13132;cr-;216;2.2;47;0.55;+;1.99;94.53
13133;schiffes;220;2.24;48;0.57;+;1.99;96.03
13134;Endingen;221;2.25;48;0.57;+;1.99;96.89
13135;Arabien;235;2.39;51;0.6;+;1.99;103.1
13136;Deckte;239;2.43;52;0.61;+;1.99;104.61
13137;Erziehungsrathcs;244;2.48;53;0.62;+;1.99;106.96
13138;ZahreS;285;2.9;62;0.73;+;1.99;124.76
13139;giftige;317;3.23;69;0.81;+;1.99;138.69
13140;Putz;325;3.31;71;0.84;+;1.99;141.7
13141;Sant;341;3.47;74;0.87;+;1.99;149.62
13142;Collecte;348;3.54;76;0.89;+;1.99;151.77
13143;gewaschen;354;3.61;77;0.91;+;1.99;154.98
13144;fr”hliche;358;3.65;78;0.92;+;1.99;156.48
13145;Schwaches;359;3.66;78;0.92;+;1.99;157.34
13146;Verneinung;376;3.83;82;0.97;+;1.99;164.2
13147;offiziellen;382;3.89;83;0.98;+;1.99;167.41
13148;nackten;417;4.25;91;1.07;+;1.99;182
13149;16,000;433;4.41;94;1.11;+;1.99;189.92
13150;Aufenthaltes;446;4.54;97;1.14;+;1.99;195.28
13151;falles;488;4.97;106;1.25;+;1.99;213.92
13152;Bl„ttchen;583;5.94;127;1.5;+;1.99;254.87
13153;heizung;614;6.25;134;1.58;+;1.99;267.96
13154;leitenden;655;6.67;143;1.68;+;1.99;285.75
13155;vers„umnisse;653;6.65;142;1.67;+;1.99;285.95
13156;Mittagessen;738;7.52;161;1.9;+;1.99;322.19
13157;Einklang;848;8.64;184;2.17;+;1.99;372.11
13158;Eleven;1082;11.02;235;2.77;+;1.99;474.36
13159;Hervorgegangen;1351;13.76;295;3.47;+;1.99;589.29
13160;tchtiger;1781;18.14;389;4.58;+;1.99;776.66
13161;w”rtern;1812;18.45;395;4.65;+;1.99;791.64
13162;Schuljahre;1915;19.5;416;4.9;+;1.99;839.41
13163;auáerordentlich;2170;22.1;474;5.58;+;1.99;946.23
13164;musik;3448;35.11;750;8.83;+;1.99;1509.52
13165;Schwarz;3586;36.52;781;9.2;+;1.99;1568.06
13166;DavoS;3929;40.01;857;10.09;+;1.99;1715.58
13167;gymnasium;4015;40.89;873;10.28;+;1.99;1758.39
13168;vr;4823;49.12;1048;12.34;+;1.99;2113.58
13169;Anschauung;4993;50.85;1087;12.8;+;1.99;2184.15
13170;gequ„lt;105;1.07;23;0.27;+;1.98;45.66
13171;Rene;105;1.07;23;0.27;+;1.98;45.66
13172;Chemnitz;114;1.16;25;0.29;+;1.98;49.52
13173;verarbeitete;114;1.16;25;0.29;+;1.98;49.52
13174;police;114;1.16;25;0.29;+;1.98;49.52
13175;Sudan;119;1.21;26;0.31;+;1.98;51.88
13176;beschrieb;119;1.21;26;0.31;+;1.98;51.88
13177;Violette;119;1.21;26;0.31;+;1.98;51.88
13178;Gebauter;119;1.21;26;0.31;+;1.98;51.88
13179;geweben;119;1.21;26;0.31;+;1.98;51.88
13180;unangefochten;132;1.34;29;0.34;+;1.98;57.24
13181;stattgehabte;137;1.4;30;0.35;+;1.98;59.6
13182;211.;151;1.54;33;0.39;+;1.98;65.81
13183;Monographie;155;1.58;34;0.4;+;1.98;67.32
13184;Kriegsmacht;160;1.63;35;0.41;+;1.98;69.67
13185;Realisirung;160;1.63;35;0.41;+;1.98;69.67
13186;Brgergemeinde;160;1.63;35;0.41;+;1.98;69.67
13187;Linse;169;1.72;37;0.44;+;1.98;73.53
13188;nasser;169;1.72;37;0.44;+;1.98;73.53
13189;frug;169;1.72;37;0.44;+;1.98;73.53
13190;Kapitalwerth;178;1.81;39;0.46;+;1.98;77.39
13191;Kilchberg;183;1.86;40;0.47;+;1.98;79.75
13192;Fluntern;183;1.86;40;0.47;+;1.98;79.75
13193;G”ttliches;183;1.86;40;0.47;+;1.98;79.75
13194;ziemt;183;1.86;40;0.47;+;1.98;79.75
13195;Baª;192;1.96;42;0.49;+;1.98;83.6
13196;Tangenten;214;2.18;47;0.55;+;1.98;92.83
13197;stummen;237;2.41;52;0.61;+;1.98;102.9
13198;pers”nliches;241;2.45;53;0.62;+;1.98;104.41
13199;Fellers;250;2.55;55;0.65;+;1.98;108.27
13200;Dnkel;264;2.69;58;0.68;+;1.98;114.48
13201;Kchlein;282;2.87;62;0.73;+;1.98;122.2
13202;Programme;283;2.88;62;0.73;+;1.98;123.05
13203;verfehlte;291;2.96;64;0.75;+;1.98;126.06
13204;Glimmer;301;3.07;66;0.78;+;1.98;130.77
13205;Hauswesen;310;3.16;68;0.8;+;1.98;134.63
13206;abhold;319;3.25;70;0.82;+;1.98;138.49
13207;Ersterem;328;3.34;72;0.85;+;1.98;142.35
13208;Kapellen;329;3.35;72;0.85;+;1.98;143.2
13209;Ostsee;333;3.39;73;0.86;+;1.98;144.71
13210;Sekunden;369;3.76;81;0.95;+;1.98;160.14
13211;bestandes;379;3.86;83;0.98;+;1.98;164.85
13212;Erleuchtet;441;4.49;97;1.14;+;1.98;191.02
13213;Realklasse;448;4.56;98;1.15;+;1.98;195.08
13214;Pfingsten;483;4.92;106;1.25;+;1.98;209.67
13215;KV;494;5.03;108;1.27;+;1.98;215.23
13216;R„ber;508;5.17;111;1.31;+;1.98;221.44
13217;Rousseau;512;5.21;112;1.32;+;1.98;222.95
13218;feien;601;6.12;132;1.55;+;1.98;260.69
13219;schmalen;682;6.95;150;1.77;+;1.98;295.43
13220;Katholik;847;8.63;186;2.19;+;1.98;367.46
13221;pfarreien;1060;10.79;233;2.74;+;1.98;459.44
13222;urª;1164;11.85;255;3;+;1.98;506.15
13223;maª;1185;12.07;259;3.05;+;1.98;516.42
13224;lektre;1405;14.31;309;3.64;+;1.98;608.66
13225;Angedeutet;1414;14.4;311;3.66;+;1.98;612.52
13226;seuche;1544;15.72;339;3.99;+;1.98;669.96
13227;gemeinª;1657;16.87;364;4.29;+;1.98;718.63
13228;afrika;2007;20.44;441;5.19;+;1.98;870.21
13229;weiblichen;3718;37.86;815;9.6;+;1.98;1615.8
13230;Jura;3737;38.06;818;9.63;+;1.98;1626.27
13231;Gesinnung;3876;39.47;850;10.01;+;1.98;1683.78
13232;merung;104;1.06;23;0.27;+;1.97;44.81
13233;298.;104;1.06;23;0.27;+;1.97;44.81
13234;Pinsel;113;1.15;25;0.29;+;1.97;48.67
13235;ehrenvoller;122;1.24;27;0.32;+;1.97;52.53
13236;r”thlichen;122;1.24;27;0.32;+;1.97;52.53
13237;Schneidend;122;1.24;27;0.32;+;1.97;52.53
13238;atlantische;127;1.29;28;0.33;+;1.97;54.89
13239;schtzte;140;1.43;31;0.37;+;1.97;60.25
13240;Gesch„ftsleute;145;1.48;32;0.38;+;1.97;62.61
13241;Z„hlende;145;1.48;32;0.38;+;1.97;62.61
13242;Theiª;154;1.57;34;0.4;+;1.97;66.47
13243;Gedankenlosigkeit;158;1.61;35;0.41;+;1.97;67.97
13244;kommenheit;159;1.62;35;0.41;+;1.97;68.82
13245;USUS;177;1.8;39;0.46;+;1.97;76.54
13246;zeihen;204;2.08;45;0.53;+;1.97;88.12
13247;gesicherten;204;2.08;45;0.53;+;1.97;88.12
13248;ausspreche;208;2.12;46;0.54;+;1.97;89.63
13249;154.;217;2.21;48;0.57;+;1.97;93.49
13250;muffe;226;2.3;50;0.59;+;1.97;97.35
13251;Manuel;231;2.35;51;0.6;+;1.97;99.7
13252;Konkordate;245;2.49;54;0.64;+;1.97;105.91
13253;Nacheiferung;254;2.59;56;0.66;+;1.97;109.77
13254;berschauen;258;2.63;57;0.67;+;1.97;111.28
13255;Empfingen;276;2.81;61;0.72;+;1.97;119
13256;Gegenpartei;281;2.86;62;0.73;+;1.97;121.35
13257;reformirter;289;2.94;64;0.75;+;1.97;124.37
13258;Bernern;289;2.94;64;0.75;+;1.97;124.37
13259;Popul„r;289;2.94;64;0.75;+;1.97;124.37
13260;portionen;294;2.99;65;0.77;+;1.97;126.72
13261;Vornahme;294;2.99;65;0.77;+;1.97;126.72
13262;Anleihens;295;3;65;0.77;+;1.97;127.57
13263;167.;307;3.13;68;0.8;+;1.97;132.09
13264;Verheiáung;322;3.28;71;0.84;+;1.97;139.15
13265;hinzukommen;339;3.45;75;0.88;+;1.97;146.02
13266;Lehrreich;345;3.51;76;0.89;+;1.97;149.22
13267;kegels;436;4.44;96;1.13;+;1.97;188.67
13268;Hintere;457;4.65;101;1.19;+;1.97;197.05
13269;Quecksilber;518;5.28;114;1.34;+;1.97;224.26
13270;post-;522;5.32;115;1.35;+;1.97;225.76
13271;Selbstª;542;5.52;120;1.41;+;1.97;233.29
13272;53.;561;5.71;124;1.46;+;1.97;241.86
13273;pflichttreue;580;5.91;128;1.51;+;1.97;250.43
13274;Lll;612;6.23;135;1.59;+;1.97;264.36
13275;Kantonal;624;6.35;138;1.62;+;1.97;268.88
13276;Obwalden;626;6.37;138;1.62;+;1.97;270.58
13277;schtzt;644;6.56;142;1.67;+;1.97;278.3
13278;Flchtlinge;731;7.44;161;1.9;+;1.97;316.24
13279;Worms;768;7.82;170;2;+;1.97;330.64
13280;Vielseitig;790;8.05;174;2.05;+;1.97;341.75
13281;Reichenau;867;8.83;191;2.25;+;1.97;374.99
13282;Stellungen;907;9.24;200;2.35;+;1.97;391.93
13283;Subjekt;980;9.98;217;2.56;+;1.97;421.78
13284;Tarasp;1028;10.47;227;2.67;+;1.97;443.62
13285;abhlfe;1062;10.82;235;2.77;+;1.97;457.36
13286;Buchhandlungen;1087;11.07;240;2.83;+;1.97;469.13
13287;Fakult„t;1290;13.14;284;3.34;+;1.97;558.29
13288;ErziehungSwesen;1318;13.42;290;3.41;+;1.97;570.72
13289;speziellen;1494;15.21;330;3.89;+;1.97;644.53
13290;Hunde;1783;18.16;394;4.64;+;1.97;768.9
13291;Litteratur;1798;18.31;397;4.67;+;1.97;775.96
13292;Begeisterung;2010;20.47;445;5.24;+;1.97;865.21
13293;kreisen;3214;32.73;712;8.38;+;1.97;1382.66
13294;erª;19056;194.06;4199;49.44;+;1.97;8240.99
13295;750.;108;1.1;24;0.28;+;1.96;46.32
13296;Grillen;108;1.1;24;0.28;+;1.96;46.32
13297;Rosen-;117;1.19;26;0.31;+;1.96;50.18
13298;marke;117;1.19;26;0.31;+;1.96;50.18
13299;Anst„ndiges;126;1.28;28;0.33;+;1.96;54.04
13300;Schorno;126;1.28;28;0.33;+;1.96;54.04
13301;Darfst;126;1.28;28;0.33;+;1.96;54.04
13302;NahrungS-;126;1.28;28;0.33;+;1.96;54.04
13303;bube;135;1.37;30;0.35;+;1.96;57.9
13304;Meteor;148;1.51;33;0.39;+;1.96;63.27
13305;einschlieát;153;1.56;34;0.4;+;1.96;65.62
13306;Hlsenfrchte;166;1.69;37;0.44;+;1.96;70.99
13307;Unterhalª;167;1.7;37;0.44;+;1.96;71.83
13308;Lichtstrahlen;175;1.78;39;0.46;+;1.96;74.85
13309;fene;185;1.88;41;0.48;+;1.96;79.55
13310;Iie;194;1.98;43;0.51;+;1.96;83.41
13311;auszumitteln;203;2.07;45;0.53;+;1.96;87.27
13312;Theilnehmern;203;2.07;45;0.53;+;1.96;87.27
13313;Wittenberg;207;2.11;46;0.54;+;1.96;88.78
13314;AX;212;2.16;47;0.55;+;1.96;91.13
13315;pforten;247;2.52;55;0.65;+;1.96;105.73
13316;Homburg;248;2.53;55;0.65;+;1.96;106.57
13317;Todesfall;274;2.79;61;0.72;+;1.96;117.31
13318;Schreit;275;2.8;61;0.72;+;1.96;118.15
13319;einschlieáen;278;2.83;62;0.73;+;1.96;118.82
13320;eigeª;288;2.93;64;0.75;+;1.96;123.52
13321;logen;301;3.07;67;0.79;+;1.96;128.89
13322;Heilquellen;302;3.08;67;0.79;+;1.96;129.73
13323;Zwiebeln;314;3.2;70;0.82;+;1.96;134.26
13324;Sagens;346;3.52;77;0.91;+;1.96;148.19
13325;Betrachª;347;3.53;77;0.91;+;1.96;149.03
13326;umgekehrte;351;3.57;78;0.92;+;1.96;150.54
13327;Verfassungsrath;364;3.71;81;0.95;+;1.96;155.91
13328;Harmonische;377;3.84;84;0.99;+;1.96;161.28
13329;th„tiges;382;3.89;85;1;+;1.96;163.63
13330;sp„terer;392;3.99;87;1.02;+;1.96;168.33
13331;vorliegen;501;5.1;111;1.31;+;1.96;215.5
13332;trefflicher;517;5.26;115;1.35;+;1.96;221.53
13333;aufzuweisen;570;5.8;127;1.5;+;1.96;243.85
13334;Gl„nzende;826;8.41;183;2.15;+;1.96;355.31
13335;Musterschule;1096;11.16;244;2.87;+;1.96;469.24
13336;GlaS;2213;22.54;492;5.79;+;1.96;948.74
13337;Platze;2371;24.15;528;6.22;+;1.96;1014.84
13338;Fortw„hrend;3148;32.06;702;8.27;+;1.96;1345.61
13339;Allm„lig;3325;33.86;740;8.71;+;1.96;1424.02
13340;Evangelischen;4059;41.34;904;10.64;+;1.96;1737.18
13341;Gemth;5435;55.35;1205;14.19;+;1.96;2336.32
13342;vyn;103;1.05;23;0.27;+;1.95;43.97
13343;Nehetobel;107;1.09;24;0.28;+;1.95;45.48
13344;Polar;112;1.14;25;0.29;+;1.95;47.83
13345;Wochenlang;112;1.14;25;0.29;+;1.95;47.83
13346;n„hrenden;116;1.18;26;0.31;+;1.95;49.34
13347;Subsidien;116;1.18;26;0.31;+;1.95;49.34
13348;Uebersetzer;130;1.32;29;0.34;+;1.95;55.55
13349;allt„glich;134;1.36;30;0.35;+;1.95;57.06
13350;Erdbeere;134;1.36;30;0.35;+;1.95;57.06
13351;festsetzte;134;1.36;30;0.35;+;1.95;57.06
13352;prov.;134;1.36;30;0.35;+;1.95;57.06
13353;analytischen;152;1.55;34;0.4;+;1.95;64.78
13354;Avignon;156;1.59;35;0.41;+;1.95;66.29
13355;Gebirgsbewohner;156;1.59;35;0.41;+;1.95;66.29
13356;herausgekommen;183;1.86;41;0.48;+;1.95;77.87
13357;umgestaltet;188;1.91;42;0.49;+;1.95;80.22
13358;Beilegung;206;2.1;46;0.54;+;1.95;87.94
13359;stumpfer;214;2.18;48;0.57;+;1.95;90.95
13360;bef”rª;215;2.19;48;0.57;+;1.95;91.8
13361;Pfeffer;215;2.19;48;0.57;+;1.95;91.8
13362;„uáeres;219;2.23;49;0.58;+;1.95;93.31
13363;Staatsm„nnern;224;2.28;50;0.59;+;1.95;95.66
13364;erfreuten;232;2.36;52;0.61;+;1.95;98.67
13365;Verheimlichung;233;2.37;52;0.61;+;1.95;99.52
13366;Abkhlung;245;2.49;55;0.65;+;1.95;104.04
13367;Staatswegen;251;2.56;56;0.66;+;1.95;107.24
13368;Parit„tische;259;2.64;58;0.68;+;1.95;110.25
13369;Israel;272;2.77;61;0.72;+;1.95;115.62
13370;Lutherischen;286;2.91;64;0.75;+;1.95;121.83
13371;geeigª;313;3.19;70;0.82;+;1.95;133.41
13372;Glashtte;313;3.19;70;0.82;+;1.95;133.41
13373;St„bchen;335;3.41;75;0.88;+;1.95;142.64
13374;Fhª;336;3.42;75;0.88;+;1.95;143.49
13375;Getreidebau;339;3.45;76;0.89;+;1.95;144.15
13376;Sattler;354;3.61;79;0.93;+;1.95;151.21
13377;mndet;354;3.61;79;0.93;+;1.95;151.21
13378;sischen;376;3.83;84;0.99;+;1.95;160.43
13379;Sp„therbst;407;4.14;91;1.07;+;1.95;173.52
13380;verwirklichen;407;4.14;91;1.07;+;1.95;173.52
13381;Lesebuche;448;4.56;100;1.18;+;1.95;191.31
13382;Dogma;456;4.64;102;1.2;+;1.95;194.33
13383;Amerikanische;468;4.77;105;1.24;+;1.95;198.86
13384;s„ure;743;7.57;166;1.95;+;1.95;317.01
13385;Vz;811;8.26;181;2.13;+;1.95;346.38
13386;anzuª;881;8.97;197;2.32;+;1.95;375.57
13387;leiª;886;9.02;198;2.33;+;1.95;377.93
13388;Bisch”fliche;1252;12.75;280;3.3;+;1.95;533.66
13389;Di”zese;1593;16.22;356;4.19;+;1.95;679.5
13390;v”gel;1612;16.42;361;4.25;+;1.95;686.2
13391;thier;3483;35.47;780;9.18;+;1.95;1482.67
13392;pflege;5551;56.53;1242;14.62;+;1.95;2365.1
13393;Starb;5695;58;1277;15.04;+;1.95;2421.28
13394;co;7085;72.15;1585;18.66;+;1.95;3019.13
