Number;Word;Freq 1;Freq 1 (per mill);Freq 2;Freq 2 (per mill);+/-;Stat 1.;Stat 2.
3106;Vcrnach-;56;0.57;3;0.04;+;4.01;50.69
3107;Wandrer;93;0.95;5;0.06;+;4.01;84.1
3108;wendiger;93;0.95;5;0.06;+;4.01;84.1
3109;jtt;93;0.95;5;0.06;+;4.01;84.1
3110;KantonSgrenze;93;0.95;5;0.06;+;4.01;84.1
3111;Leibliches;93;0.95;5;0.06;+;4.01;84.1
3112;Patzen;93;0.95;5;0.06;+;4.01;84.1
3113;Pfarramte;93;0.95;5;0.06;+;4.01;84.1
3114;Dunkelblau;112;1.14;6;0.07;+;4.01;101.38
3115;Fernando;112;1.14;6;0.07;+;4.01;101.38
3116;Flitter;112;1.14;6;0.07;+;4.01;101.38
3117;gen”ssische;112;1.14;6;0.07;+;4.01;101.38
3118;wollest;112;1.14;6;0.07;+;4.01;101.38
3119;Ausdauernder;149;1.52;8;0.09;+;4.01;134.79
3120;cko;186;1.89;10;0.12;+;4.01;168.21
3121;Fortbildungskurs;186;1.89;10;0.12;+;4.01;168.21
3122;Stocker;205;2.09;11;0.13;+;4.01;185.49
3123;Mehreinnahme;205;2.09;11;0.13;+;4.01;185.49
3124;Bernstein;223;2.27;12;0.14;+;4.01;201.62
3125;Aengstlichkeit;224;2.28;12;0.14;+;4.01;202.76
3126;Komische;224;2.28;12;0.14;+;4.01;202.76
3127;Leuchter;224;2.28;12;0.14;+;4.01;202.76
3128;Pflegerin;260;2.65;14;0.16;+;4.01;235.03
3129;Olivier;279;2.84;15;0.18;+;4.01;252.31
3130;verzichtet;373;3.8;20;0.24;+;4.01;337.56
3131;vaª;409;4.17;22;0.26;+;4.01;369.83
3132;Kathedrale;503;5.12;27;0.32;+;4.01;455.08
3133;UnterrichtSwesen;616;6.27;33;0.39;+;4.01;557.6
3134;Z”gª;950;9.67;51;0.6;+;4.01;859.46
3135;Hobel;74;0.75;4;0.05;+;4;66.83
3136;Komite'S;74;0.75;4;0.05;+;4;66.83
3137;Maikirch;74;0.75;4;0.05;+;4;66.83
3138;neur;74;0.75;4;0.05;+;4;66.83
3139;nominell;74;0.75;4;0.05;+;4;66.83
3140;Pathetischen;74;0.75;4;0.05;+;4;66.83
3141;st„rkendes;74;0.75;4;0.05;+;4;66.83
3142;torischen;74;0.75;4;0.05;+;4;66.83
3143;ungesunder;74;0.75;4;0.05;+;4;66.83
3144;Uork;74;0.75;4;0.05;+;4;66.83
3145;Fordernd;74;0.75;4;0.05;+;4;66.83
3146;Gasf”rmige;74;0.75;4;0.05;+;4;66.83
3147;heilbar;74;0.75;4;0.05;+;4;66.83
3148;abgeschlossenes;74;0.75;4;0.05;+;4;66.83
3149;anzog;74;0.75;4;0.05;+;4;66.83
3150;Buchstabirmethode;74;0.75;4;0.05;+;4;66.83
3151;Nachen;111;1.13;6;0.07;+;4;100.24
3152;Omer;111;1.13;6;0.07;+;4;100.24
3153;Straáenstrecke;111;1.13;6;0.07;+;4;100.24
3154;altdeutsche;111;1.13;6;0.07;+;4;100.24
3155;Wahlkreise;166;1.69;9;0.11;+;4;149.79
3156;hervortretende;167;1.7;9;0.11;+;4;150.93
3157;erhalª;240;2.44;13;0.15;+;4;216.62
3158;Semiª;278;2.83;15;0.18;+;4;251.17
3159;schwankt;296;3.01;16;0.19;+;4;267.31
3160;Kinderª;315;3.21;17;0.2;+;4;284.58
3161;UnterrichtSwesenS;332;3.38;18;0.21;+;4;299.58
3162;2j;333;3.39;18;0.21;+;4;300.72
3163;durchdringt;334;3.4;18;0.21;+;4;301.86
3164;Partien;389;3.96;21;0.25;+;4;351.41
3165;M„dchenschule;1058;10.77;57;0.67;+;4;956.28
3166;Pstege;55;0.56;3;0.04;+;3.99;49.55
3167;Quitt;55;0.56;3;0.04;+;3.99;49.55
3168;Reichcnau;55;0.56;3;0.04;+;3.99;49.55
3169;Semina-;55;0.56;3;0.04;+;3.99;49.55
3170;siltrirt;55;0.56;3;0.04;+;3.99;49.55
3171;Sinnreicher;55;0.56;3;0.04;+;3.99;49.55
3172;Steng;55;0.56;3;0.04;+;3.99;49.55
3173;Stimmritze;55;0.56;3;0.04;+;3.99;49.55
3174;suhlte;55;0.56;3;0.04;+;3.99;49.55
3175;Tagesbl„ttern;55;0.56;3;0.04;+;3.99;49.55
3176;Uc-;55;0.56;3;0.04;+;3.99;49.55
3177;hingestellte;55;0.56;3;0.04;+;3.99;49.55
3178;Keuchend;55;0.56;3;0.04;+;3.99;49.55
3179;Kriminalprozeá;55;0.56;3;0.04;+;3.99;49.55
3180;Lehrverein;55;0.56;3;0.04;+;3.99;49.55
3181;Luftblasen;55;0.56;3;0.04;+;3.99;49.55
3182;plastisch;55;0.56;3;0.04;+;3.99;49.55
3183;1347.;55;0.56;3;0.04;+;3.99;49.55
3184;21t;55;0.56;3;0.04;+;3.99;49.55
3185;60ste;55;0.56;3;0.04;+;3.99;49.55
3186;ausgedehnª;55;0.56;3;0.04;+;3.99;49.55
3187;basilika;55;0.56;3;0.04;+;3.99;49.55
3188;Bielefeld;55;0.56;3;0.04;+;3.99;49.55
3189;Blanke;55;0.56;3;0.04;+;3.99;49.55
3190;verwunderten;55;0.56;3;0.04;+;3.99;49.55
3191;Winzerfest;55;0.56;3;0.04;+;3.99;49.55
3192;Zchtling;55;0.56;3;0.04;+;3.99;49.55
3193;zuzumuthen;55;0.56;3;0.04;+;3.99;49.55
3194;entb„lt;55;0.56;3;0.04;+;3.99;49.55
3195;Gebietstheile;55;0.56;3;0.04;+;3.99;49.55
3196;Genialit„t;55;0.56;3;0.04;+;3.99;49.55
3197;Grundrisses;55;0.56;3;0.04;+;3.99;49.55
3198;hallten;55;0.56;3;0.04;+;3.99;49.55
3199;Segenswnschen;92;0.94;5;0.06;+;3.99;82.96
3200;staunend;92;0.94;5;0.06;+;3.99;82.96
3201;Umsatz;92;0.94;5;0.06;+;3.99;82.96
3202;hervorstehen;92;0.94;5;0.06;+;3.99;82.96
3203;Mondfinsternisse;92;0.94;5;0.06;+;3.99;82.96
3204;Náchen;92;0.94;5;0.06;+;3.99;82.96
3205;zusammenfaát;92;0.94;5;0.06;+;3.99;82.96
3206;feuerten;92;0.94;5;0.06;+;3.99;82.96
3207;Bauwerke;92;0.94;5;0.06;+;3.99;82.96
3208;Pumpen;110;1.12;6;0.07;+;3.99;99.1
3209;K„mmerlein;110;1.12;6;0.07;+;3.99;99.1
3210;900,000;110;1.12;6;0.07;+;3.99;99.1
3211;verwunderte;110;1.12;6;0.07;+;3.99;99.1
3212;Privatrecht;129;1.31;7;0.08;+;3.99;116.38
3213;regelm„áigem;129;1.31;7;0.08;+;3.99;116.38
3214;kirchlichem;129;1.31;7;0.08;+;3.99;116.38
3215;Armut;147;1.5;8;0.09;+;3.99;132.51
3216;hochwichtige;147;1.5;8;0.09;+;3.99;132.51
3217;Lehrerbildungsanstalten;147;1.5;8;0.09;+;3.99;132.51
3218;elementarische;147;1.5;8;0.09;+;3.99;132.51
3219;Verkmmerung;165;1.68;9;0.11;+;3.99;148.65
3220;netzes;165;1.68;9;0.11;+;3.99;148.65
3221;Negern;202;2.06;11;0.13;+;3.99;182.06
3222;SauS;221;2.25;12;0.14;+;3.99;199.34
3223;Stickereien;257;2.62;14;0.16;+;3.99;231.61
3224;Turn-;387;3.94;21;0.25;+;3.99;349.13
3225;Hervortretend;73;0.74;4;0.05;+;3.98;65.69
3226;kehrungen;73;0.74;4;0.05;+;3.98;65.69
3227;msste;73;0.74;4;0.05;+;3.98;65.69
3228;Particip;73;0.74;4;0.05;+;3.98;65.69
3229;Pftze;73;0.74;4;0.05;+;3.98;65.69
3230;dr„hte;73;0.74;4;0.05;+;3.98;65.69
3231;Regierungswechsel;73;0.74;4;0.05;+;3.98;65.69
3232;Sinem;73;0.74;4;0.05;+;3.98;65.69
3233;theilnehmende;73;0.74;4;0.05;+;3.98;65.69
3234;Uebergriffe;73;0.74;4;0.05;+;3.98;65.69
3235;Vene-;73;0.74;4;0.05;+;3.98;65.69
3236;verkrppelten;73;0.74;4;0.05;+;3.98;65.69
3237;verlautete;73;0.74;4;0.05;+;3.98;65.69
3238;Zweij„hrig;73;0.74;4;0.05;+;3.98;65.69
3239;rauten;91;0.93;5;0.06;+;3.98;81.82
3240;Ausblick;91;0.93;5;0.06;+;3.98;81.82
3241;Ineinandergreifen;146;1.49;8;0.09;+;3.98;131.37
3242;Missions-;146;1.49;8;0.09;+;3.98;131.37
3243;oktav;146;1.49;8;0.09;+;3.98;131.37
3244;beigemischt;146;1.49;8;0.09;+;3.98;131.37
3245;Vorh„lt;164;1.67;9;0.11;+;3.98;147.51
3246;183.;200;2.04;11;0.13;+;3.98;179.78
3247;Frsten®;201;2.05;11;0.13;+;3.98;180.92
3248;Pal„ste;201;2.05;11;0.13;+;3.98;180.92
3249;Molkenbereitung;237;2.41;13;0.15;+;3.98;213.2
3250;Buttern;273;2.78;15;0.18;+;3.98;245.47
3251;klimatischen;346;3.52;19;0.22;+;3.98;311.16
3252;Felir;346;3.52;19;0.22;+;3.98;311.16
3253;Herausstellen;347;3.53;19;0.22;+;3.98;312.3
3254;wurzelt;365;3.72;20;0.24;+;3.98;328.43
3255;glase;439;4.47;24;0.28;+;3.98;395.26
3256;321.;109;1.11;6;0.07;+;3.97;97.96
3257;ppigsten;109;1.11;6;0.07;+;3.97;97.96
3258;Gep„ck;109;1.11;6;0.07;+;3.97;97.96
3259;Negel;109;1.11;6;0.07;+;3.97;97.96
3260;Kinnladen;127;1.29;7;0.08;+;3.97;114.1
3261;438.;127;1.29;7;0.08;+;3.97;114.1
3262;Disziplinen;145;1.48;8;0.09;+;3.97;130.23
3263;Vorausgeschickt;145;1.48;8;0.09;+;3.97;130.23
3264;schwerf„llig;163;1.66;9;0.11;+;3.97;146.37
3265;Mecklenburg;218;2.22;12;0.14;+;3.97;195.92
3266;stumpfe;307;3.13;17;0.2;+;3.97;275.46
3267;Technik;453;4.61;25;0.29;+;3.97;406.84
3268;pyramide;922;9.39;51;0.6;+;3.97;827.53
3269;Red.;1593;16.22;88;1.04;+;3.97;1430.3
3270;bte;2067;21.05;114;1.34;+;3.97;1856.69
3271;Abendgebete;54;0.55;3;0.04;+;3.96;48.41
3272;AbHolz;54;0.55;3;0.04;+;3.96;48.41
3273;absticht;54;0.55;3;0.04;+;3.96;48.41
3274;Akatholiken;54;0.55;3;0.04;+;3.96;48.41
3275;Allwissenheit;54;0.55;3;0.04;+;3.96;48.41
3276;Allzufrhe;54;0.55;3;0.04;+;3.96;48.41
3277;ArbcitS-;54;0.55;3;0.04;+;3.96;48.41
3278;brevetirt;54;0.55;3;0.04;+;3.96;48.41
3279;Ruppen;54;0.55;3;0.04;+;3.96;48.41
3280;springend;54;0.55;3;0.04;+;3.96;48.41
3281;Thier„rzten;54;0.55;3;0.04;+;3.96;48.41
3282;Velan;54;0.55;3;0.04;+;3.96;48.41
3283;Iix;54;0.55;3;0.04;+;3.96;48.41
3284;Kn„uel;54;0.55;3;0.04;+;3.96;48.41
3285;Lehrgegen-;54;0.55;3;0.04;+;3.96;48.41
3286;lischeS;54;0.55;3;0.04;+;3.96;48.41
3287;Notaren;54;0.55;3;0.04;+;3.96;48.41
3288;Nuábaumholz;54;0.55;3;0.04;+;3.96;48.41
3289;Offiª;54;0.55;3;0.04;+;3.96;48.41
3290;Ottenberg;54;0.55;3;0.04;+;3.96;48.41
3291;cause;54;0.55;3;0.04;+;3.96;48.41
3292;durchglht;54;0.55;3;0.04;+;3.96;48.41
3293;einleitete;54;0.55;3;0.04;+;3.96;48.41
3294;entfalteten;54;0.55;3;0.04;+;3.96;48.41
3295;Werdt;54;0.55;3;0.04;+;3.96;48.41
3296;Wienacht;54;0.55;3;0.04;+;3.96;48.41
3297;zugewendeten;54;0.55;3;0.04;+;3.96;48.41
3298;^h;54;0.55;3;0.04;+;3.96;48.41
3299;3”;72;0.73;4;0.05;+;3.96;64.55
3300;bedeutungslos;72;0.73;4;0.05;+;3.96;64.55
3301;Buck;72;0.73;4;0.05;+;3.96;64.55
3302;struktionen;72;0.73;4;0.05;+;3.96;64.55
3303;K/;72;0.73;4;0.05;+;3.96;64.55
3304;methoª;72;0.73;4;0.05;+;3.96;64.55
3305;Mitgift;72;0.73;4;0.05;+;3.96;64.55
3306;moraª;72;0.73;4;0.05;+;3.96;64.55
3307;nachahmend;72;0.73;4;0.05;+;3.96;64.55
3308;nachkommenden;72;0.73;4;0.05;+;3.96;64.55
3309;pathe;72;0.73;4;0.05;+;3.96;64.55
3310;Pinus;72;0.73;4;0.05;+;3.96;64.55
3311;gation;72;0.73;4;0.05;+;3.96;64.55
3312;w„rmenden;72;0.73;4;0.05;+;3.96;64.55
3313;608.;90;0.92;5;0.06;+;3.96;80.68
3314;tritts;90;0.92;5;0.06;+;3.96;80.68
3315;verschleudert;90;0.92;5;0.06;+;3.96;80.68
3316;Kuhstall;90;0.92;5;0.06;+;3.96;80.68
3317;definirt;90;0.92;5;0.06;+;3.96;80.68
3318;VolkSschulwcsens;90;0.92;5;0.06;+;3.96;80.68
3319;/<;108;1.1;6;0.07;+;3.96;96.82
3320;bedr„ngter;108;1.1;6;0.07;+;3.96;96.82
3321;Zugest„ndnisse;108;1.1;6;0.07;+;3.96;96.82
3322;Zugreifen;108;1.1;6;0.07;+;3.96;96.82
3323;Raubthier;126;1.28;7;0.08;+;3.96;112.96
3324;igel;144;1.47;8;0.09;+;3.96;129.09
3325;liebevoller;162;1.65;9;0.11;+;3.96;145.23
3326;schulhausbau;216;2.2;12;0.14;+;3.96;193.64
3327;hauche;216;2.2;12;0.14;+;3.96;193.64
3328;Vereinbarung;270;2.75;15;0.18;+;3.96;242.05
3329;F/;288;2.93;16;0.19;+;3.96;258.19
3330;Manchester;305;3.11;17;0.2;+;3.96;273.19
3331;Weingeist;485;4.94;27;0.32;+;3.96;434.56
3332;wort-;594;6.05;33;0.39;+;3.96;532.52
3333;Jenny;1079;10.99;60;0.71;+;3.96;967.08
3334;bem;7617;77.57;422;4.97;+;3.96;6833.88
3335;Erzbisch”fliche;107;1.09;6;0.07;+;3.95;95.68
3336;Euª;107;1.09;6;0.07;+;3.95;95.68
3337;gewinnenden;107;1.09;6;0.07;+;3.95;95.68
3338;hingedeutet;107;1.09;6;0.07;+;3.95;95.68
3339;mitzumachen;107;1.09;6;0.07;+;3.95;95.68
3340;pfeift;107;1.09;6;0.07;+;3.95;95.68
3341;Stellvertreters;107;1.09;6;0.07;+;3.95;95.68
3342;Durchgehe;125;1.27;7;0.08;+;3.95;111.82
3343;Ennenda;161;1.64;9;0.11;+;3.95;144.09
3344;Erfassung;161;1.64;9;0.11;+;3.95;144.09
3345;Finnland;161;1.64;9;0.11;+;3.95;144.09
3346;fassend;179;1.82;10;0.12;+;3.95;160.23
3347;Aberª;215;2.19;12;0.14;+;3.95;192.5
3348;beitrageS;215;2.19;12;0.14;+;3.95;192.5
3349;noª;304;3.1;17;0.2;+;3.95;272.05
3350;malerei;321;3.27;18;0.21;+;3.95;287.05
3351;45t;71;0.72;4;0.05;+;3.94;63.41
3352;659.;71;0.72;4;0.05;+;3.94;63.41
3353;Anw„lte;71;0.72;4;0.05;+;3.94;63.41
3354;Barthel;71;0.72;4;0.05;+;3.94;63.41
3355;Binnenhandel;71;0.72;4;0.05;+;3.94;63.41
3356;folgenreich;71;0.72;4;0.05;+;3.94;63.41
3357;gutsbesitzern;71;0.72;4;0.05;+;3.94;63.41
3358;Gymna-;71;0.72;4;0.05;+;3.94;63.41
3359;Vork„mpfer;71;0.72;4;0.05;+;3.94;63.41
3360;hinabgehen;71;0.72;4;0.05;+;3.94;63.41
3361;hinschicken;71;0.72;4;0.05;+;3.94;63.41
3362;kunstvoll;71;0.72;4;0.05;+;3.94;63.41
3363;Melanchton;71;0.72;4;0.05;+;3.94;63.41
3364;N„fclS;71;0.72;4;0.05;+;3.94;63.41
3365;Torferbe;71;0.72;4;0.05;+;3.94;63.41
3366;Thalboden;89;0.91;5;0.06;+;3.94;79.55
3367;Verb„ltnissen;89;0.91;5;0.06;+;3.94;79.55
3368;Kanale;89;0.91;5;0.06;+;3.94;79.55
3369;Pflichtverletzung;89;0.91;5;0.06;+;3.94;79.55
3370;wohlklingend;89;0.91;5;0.06;+;3.94;79.55
3371;Calvins;89;0.91;5;0.06;+;3.94;79.55
3372;Doª;89;0.91;5;0.06;+;3.94;79.55
3373;/ig;89;0.91;5;0.06;+;3.94;79.55
3374;X2;124;1.26;7;0.08;+;3.94;110.68
3375;Liebig;142;1.45;8;0.09;+;3.94;126.82
3376;Schulmanne;160;1.63;9;0.11;+;3.94;142.96
3377;Scheitelpunkt;177;1.8;10;0.12;+;3.94;157.96
3378;ausgedrckten;177;1.8;10;0.12;+;3.94;157.96
3379;Drehung;178;1.81;10;0.12;+;3.94;159.09
3380;Ernstem;178;1.81;10;0.12;+;3.94;159.09
3381;HauSarmen;213;2.17;12;0.14;+;3.94;190.23
3382;Sdens;230;2.34;13;0.15;+;3.94;205.23
3383;ausgestattete;231;2.35;13;0.15;+;3.94;206.37
3384;4J;266;2.71;15;0.18;+;3.94;237.5
3385;mcbr;266;2.71;15;0.18;+;3.94;237.5
3386;Verabreichung;267;2.72;15;0.18;+;3.94;238.64
3387;143.;283;2.88;16;0.19;+;3.94;252.5
3388;Pascha;284;2.89;16;0.19;+;3.94;253.64
3389;PietiSmuS;301;3.07;17;0.2;+;3.94;268.64
3390;entgegenkommen;408;4.15;23;0.27;+;3.94;364.32
3391;engeren;427;4.35;24;0.28;+;3.94;381.6
3392;bic;462;4.7;26;0.31;+;3.94;412.73
3393;AdV;1120;11.41;63;0.74;+;3.94;1000.7
3394;Dankschreiben;53;0.54;3;0.04;+;3.93;47.27
3395;Draus;53;0.54;3;0.04;+;3.93;47.27
3396;Edward;53;0.54;3;0.04;+;3.93;47.27
3397;Erdenlebens;53;0.54;3;0.04;+;3.93;47.27
3398;erm„chtiget;53;0.54;3;0.04;+;3.93;47.27
3399;Fraumnsterkirche;53;0.54;3;0.04;+;3.93;47.27
3400;Gerassel;53;0.54;3;0.04;+;3.93;47.27
3401;Grellingen;53;0.54;3;0.04;+;3.93;47.27
3402;Handensein;53;0.54;3;0.04;+;3.93;47.27
3403;Armenkassen;53;0.54;3;0.04;+;3.93;47.27
3404;bsche;53;0.54;3;0.04;+;3.93;47.27
3405;Begreifª;53;0.54;3;0.04;+;3.93;47.27
3406;beklagenswerth;53;0.54;3;0.04;+;3.93;47.27
3407;bratet;53;0.54;3;0.04;+;3.93;47.27
3408;Bromberg;53;0.54;3;0.04;+;3.93;47.27
3409;Heils-;53;0.54;3;0.04;+;3.93;47.27
3410;ieb;53;0.54;3;0.04;+;3.93;47.27
3411;kichern;53;0.54;3;0.04;+;3.93;47.27
3412;Mnzsammlung;53;0.54;3;0.04;+;3.93;47.27
3413;Panl;53;0.54;3;0.04;+;3.93;47.27
3414;Pappendeckel;53;0.54;3;0.04;+;3.93;47.27
3415;Parteig„nger;53;0.54;3;0.04;+;3.93;47.27
3416;Pfarrarchive;53;0.54;3;0.04;+;3.93;47.27
3417;Schilder;53;0.54;3;0.04;+;3.93;47.27
3418;Schluáfolgerungen;53;0.54;3;0.04;+;3.93;47.27
3419;Sechen;53;0.54;3;0.04;+;3.93;47.27
3420;sion„re;53;0.54;3;0.04;+;3.93;47.27
3421;Trª;53;0.54;3;0.04;+;3.93;47.27
3422;V24;53;0.54;3;0.04;+;3.93;47.27
3423;Ventura;53;0.54;3;0.04;+;3.93;47.27
3424;vereinet;53;0.54;3;0.04;+;3.93;47.27
3425;Unterschenkel;88;0.9;5;0.06;+;3.93;78.41
3426;durchlebt;88;0.9;5;0.06;+;3.93;78.41
3427;Erstickten;88;0.9;5;0.06;+;3.93;78.41
3428;Fauna;88;0.9;5;0.06;+;3.93;78.41
3429;Flawil;88;0.9;5;0.06;+;3.93;78.41
3430;geschmackvoller;88;0.9;5;0.06;+;3.93;78.41
3431;wendend;88;0.9;5;0.06;+;3.93;78.41
3432;0,4;106;1.08;6;0.07;+;3.93;94.55
3433;ausgebracht;106;1.08;6;0.07;+;3.93;94.55
3434;krummer;106;1.08;6;0.07;+;3.93;94.55
3435;Sprchw”rter;106;1.08;6;0.07;+;3.93;94.55
3436;abhanden;141;1.44;8;0.09;+;3.93;125.68
3437;”sterreichisch;141;1.44;8;0.09;+;3.93;125.68
3438;Stylbungen;159;1.62;9;0.11;+;3.93;141.82
3439;PlaziduS;194;1.98;11;0.13;+;3.93;172.96
3440;gesprt;194;1.98;11;0.13;+;3.93;172.96
3441;Unterstraá;211;2.15;12;0.14;+;3.93;187.96
3442;Radien;229;2.33;13;0.15;+;3.93;204.09
3443;Stallungen;264;2.69;15;0.18;+;3.93;235.23
3444;Anzeichen;336;3.42;19;0.22;+;3.93;299.78
3445;beiderseits;336;3.42;19;0.22;+;3.93;299.78
3446;Dessenungeachtet;598;6.09;34;0.4;+;3.93;532.73
3447;eidgen.;636;6.48;36;0.42;+;3.93;567.28
3448;Hauptw”rter;672;6.84;38;0.45;+;3.93;599.55
3449;KurS;3089;31.46;175;2.06;+;3.93;2754.61
3450;Nenenburg;70;0.71;4;0.05;+;3.92;62.27
3451;Wachstuch;70;0.71;4;0.05;+;3.92;62.27
3452;803.;70;0.71;4;0.05;+;3.92;62.27
3453;abgesperrt;70;0.71;4;0.05;+;3.92;62.27
3454;Altstadt;70;0.71;4;0.05;+;3.92;62.27
3455;anbetet;70;0.71;4;0.05;+;3.92;62.27
3456;erjagen;70;0.71;4;0.05;+;3.92;62.27
3457;Fora;70;0.71;4;0.05;+;3.92;62.27
3458;Freihafen;70;0.71;4;0.05;+;3.92;62.27
3459;Freitage;70;0.71;4;0.05;+;3.92;62.27
3460;q>;70;0.71;4;0.05;+;3.92;62.27
3461;R”thel;70;0.71;4;0.05;+;3.92;62.27
3462;snach;70;0.71;4;0.05;+;3.92;62.27
3463;Stapel;70;0.71;4;0.05;+;3.92;62.27
3464;Subskriptionen;70;0.71;4;0.05;+;3.92;62.27
3465;Superintendent;70;0.71;4;0.05;+;3.92;62.27
3466;urbarisirten;70;0.71;4;0.05;+;3.92;62.27
3467;gerollt;105;1.07;6;0.07;+;3.92;93.41
3468;Projection;105;1.07;6;0.07;+;3.92;93.41
3469;Hill;175;1.78;10;0.12;+;3.92;155.68
3470;Fundgrube;175;1.78;10;0.12;+;3.92;155.68
3471;letztj„hrige;210;2.14;12;0.14;+;3.92;186.82
3472;Mulde;333;3.39;19;0.22;+;3.92;296.37
3473;z„he;351;3.57;20;0.24;+;3.92;312.5
3474;3n;820;8.35;47;0.55;+;3.92;728.88
3475;0,0002;52;0.53;3;0.04;+;3.91;46.14
3476;1d;52;0.53;3;0.04;+;3.91;46.14
3477;Auditoren;52;0.53;3;0.04;+;3.91;46.14
3478;šbersetzungen;52;0.53;3;0.04;+;3.91;46.14
3479;Bewunderungswrdig;52;0.53;3;0.04;+;3.91;46.14
3480;hineingeworfen;52;0.53;3;0.04;+;3.91;46.14
3481;kuranz;52;0.53;3;0.04;+;3.91;46.14
3482;Mehrtheils;52;0.53;3;0.04;+;3.91;46.14
3483;mitmachte;52;0.53;3;0.04;+;3.91;46.14
3484;naeb;52;0.53;3;0.04;+;3.91;46.14
3485;Cicero's;52;0.53;3;0.04;+;3.91;46.14
3486;Distichen;52;0.53;3;0.04;+;3.91;46.14
3487;einstudirt;52;0.53;3;0.04;+;3.91;46.14
3488;emporblhen;52;0.53;3;0.04;+;3.91;46.14
3489;Fortbestandes;52;0.53;3;0.04;+;3.91;46.14
3490;Gemeindegtern;52;0.53;3;0.04;+;3.91;46.14
3491;Geweih;52;0.53;3;0.04;+;3.91;46.14
3492;givn;52;0.53;3;0.04;+;3.91;46.14
3493;Gutscher;52;0.53;3;0.04;+;3.91;46.14
3494;vollstem;52;0.53;3;0.04;+;3.91;46.14
3495;Waldregion;52;0.53;3;0.04;+;3.91;46.14
3496;weltberhmte;52;0.53;3;0.04;+;3.91;46.14
3497;Schlafengehen;52;0.53;3;0.04;+;3.91;46.14
3498;Schl„uche;52;0.53;3;0.04;+;3.91;46.14
3499;steben;52;0.53;3;0.04;+;3.91;46.14
3500;612.;87;0.89;5;0.06;+;3.91;77.27
3501;derblichen;87;0.89;5;0.06;+;3.91;77.27
3502;Einimpfen;87;0.89;5;0.06;+;3.91;77.27
3503;Minuend;87;0.89;5;0.06;+;3.91;77.27
3504;Oktbr;87;0.89;5;0.06;+;3.91;77.27
3505;2,56;104;1.06;6;0.07;+;3.91;92.28
3506;Jaspis;104;1.06;6;0.07;+;3.91;92.28
3507;Forstmann;104;1.06;6;0.07;+;3.91;92.28
3508;Z„hl;104;1.06;6;0.07;+;3.91;92.28
3509;Mongolen;122;1.24;7;0.08;+;3.91;108.41
3510;popul„rer;122;1.24;7;0.08;+;3.91;108.41
3511;entmuthigt;122;1.24;7;0.08;+;3.91;108.41
3512;Frz;122;1.24;7;0.08;+;3.91;108.41
3513;Kopfª;156;1.59;9;0.11;+;3.91;138.41
3514;gog;156;1.59;9;0.11;+;3.91;138.41
3515;Prinzipe;174;1.77;10;0.12;+;3.91;154.55
3516;Subskription;174;1.77;10;0.12;+;3.91;154.55
3517;Nervenfieber;174;1.77;10;0.12;+;3.91;154.55
3518;Besitzthum;208;2.12;12;0.14;+;3.91;184.55
3519;ErziehungSlehre;209;2.13;12;0.14;+;3.91;185.69
3520;H”áli;209;2.13;12;0.14;+;3.91;185.69
3521;Kanada;226;2.3;13;0.15;+;3.91;200.69
3522;Tang;261;2.66;15;0.18;+;3.91;231.82
3523;orientalischen;261;2.66;15;0.18;+;3.91;231.82
3524;angefertigt;330;3.36;19;0.22;+;3.91;292.96
3525;Bi®;416;4.24;24;0.28;+;3.91;369.1
3526;rationelle;416;4.24;24;0.28;+;3.91;369.1
3527;Armenª;731;7.44;42;0.49;+;3.91;649.34
3528;Maul-;748;7.62;43;0.51;+;3.91;664.34
3529;Aktien;1569;15.98;90;1.06;+;3.91;1394.36
3530;711.;69;0.7;4;0.05;+;3.9;61.14
3531;9?12;69;0.7;4;0.05;+;3.9;61.14
3532;Alpenpaá;69;0.7;4;0.05;+;3.9;61.14
3533;aufgehangen;69;0.7;4;0.05;+;3.9;61.14
3534;Baters;69;0.7;4;0.05;+;3.9;61.14
3535;Menschengeistes;69;0.7;4;0.05;+;3.9;61.14
3536;Prangten;69;0.7;4;0.05;+;3.9;61.14
3537;Finale;69;0.7;4;0.05;+;3.9;61.14
3538;geogra-;69;0.7;4;0.05;+;3.9;61.14
3539;gestaltende;69;0.7;4;0.05;+;3.9;61.14
3540;Grá;69;0.7;4;0.05;+;3.9;61.14
3541;Schottischer;69;0.7;4;0.05;+;3.9;61.14
3542;Schw„rª;69;0.7;4;0.05;+;3.9;61.14
3543;Tempo;69;0.7;4;0.05;+;3.9;61.14
3544;wohlriechenden;69;0.7;4;0.05;+;3.9;61.14
3545;Zugluft;69;0.7;4;0.05;+;3.9;61.14
3546;schmckten;121;1.23;7;0.08;+;3.9;107.28
3547;jod;121;1.23;7;0.08;+;3.9;107.28
3548;Castellans;121;1.23;7;0.08;+;3.9;107.28
3549;anschaut;155;1.58;9;0.11;+;3.9;137.28
3550;verjngt;173;1.76;10;0.12;+;3.9;153.41
3551;anglikanischen;190;1.93;11;0.13;+;3.9;168.42
3552;Charakterbildung;224;2.28;13;0.15;+;3.9;198.42
3553;Sommersemester;225;2.29;13;0.15;+;3.9;199.55
3554;Liberalismus;225;2.29;13;0.15;+;3.9;199.55
3555;Denkend;241;2.45;14;0.16;+;3.9;213.42
3556;Steifen;242;2.46;14;0.16;+;3.9;214.55
3557;Oor;328;3.34;19;0.22;+;3.9;290.69
